Location name,Amount spent (USD)
Alabama,9078
Alaska,2234
American Samoa,≤100
Arizona,18005
Arkansas,6221
California,92862
Colorado,22839
Connecticut,10340
Delaware,2813
Florida,63954
Georgia,23441
Guam,≤100
Hawaii,2747
Idaho,3824
Illinois,34286
Indiana,21512
Iowa,8887
Kansas,6347
Kentucky,10201
Louisiana,13115
Maine,4923
Maryland,16620
Massachusetts,16268
Michigan,25643
Minnesota,13915
Mississippi,6342
Missouri,17417
Montana,6346
Nebraska,4648
Nevada,8116
New Hampshire,4690
New Jersey,27720
New Mexico,5174
New York,78147
North Carolina,21318
North Dakota,1608
Northern Mariana Islands,≤100
Ohio,27886
Oklahoma,13592
Oregon,11672
Pennsylvania,38698
Puerto Rico,≤100
Rhode Island,2060
South Carolina,12598
South Dakota,1342
Tennessee,21702
Texas,88111
Unknown,121
Utah,7106
Vermont,1673
Virgin Islands (U.S.),≤100
Virginia,30892
Washington,18877
"Washington, District of Columbia",6423
West Virginia,4977
Wisconsin,15566
Wyoming,1140
