Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
104544224264943,3F Transport,3F Transport,8260,5
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5945,26
12860228293,Politiken,Politiken,5472,35
26458152911,SOS Børnebyerne,SOS Børnebyerne,5400,22
121570596369,CARE Danmark,CARE i Danmark,4186,55
399210657232918,PlanBørnefonden,PlanBørnefonden,3827,24
65929129383,Røde Kors,Røde Kors,3105,25
12212835049,Syddansk Universitet – University of Southern Denmark,Syddansk Universitet,2523,17
304554445813,Videncentret Bolius,Videncentret Bolius,2434,19
748887235210811,Obton Forvaltning A/S,Obton A/S,2380,15
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,2280,4
12787473132,Berlingske,Berlingske,1757,23
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1747,47
110321008383861,Red Barnets landsindsamling,Red Barnet,1665,134
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,1620,9
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1598,16
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1575,7
55365680705,Greenpeace Danmark,Greenpeace Danmark,1556,34
867877683280051,Weekendavisen,Weekendavisen,1267,18
126543540781090,Ældre Sagen,Ældre Sagen,1163,14
54779960819,United Nations,United Nations with Facebook Ad Credits,1126,4
123653695693986,Motatos Danmark,Motatos,1095,12
167891603415958,Lederne,Lederne,963,18
125934997444897,SuperBrugsen,Coop,953,4
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,922,42
20303574131,Nationalmuseet,Nationalmuseet,915,5
59143726810,Psykiatrifonden,Psykiatrifonden,906,2
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,892,56
167887506877,AIDS-Fondet,AIDS-Fondet,850,24
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,829,8
603931396702203,Kattegatforbindelsenejtak.dk,Kattegatforbindelse - Nej Tak,811,2
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,767,26
246977185497434,Plastic Change,Plastic Change,762,42
102154048301476,Lederstof.dk,Lederne,726,15
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,718,2
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,697,20
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,672,4
221857051173376,Svanemærket,Miljømærkning Danmark,645,4
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,641,17
304554445813,Videncentret Bolius,Bolius,639,3
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,631,4
314676938743,DM din akademiske fagforening,DM,629,13
250994288337708,Sex og Samfund,Sex og Samfund,628,4
113555862534,SF Ungdom,SF Ungdom,611,3
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,584,1
166984636671085,Dansk Metal,Dansk Metal,584,3
133707013355759,Danner,Danner,563,2
437410226312057,Københavns Kommune,Københavns Kommune,540,4
154415494575789,IDA,IDA,525,4
287306323369,Børnecancerfonden,Børnecancerfonden,501,2
671022293105597,Alex Vanopslagh,Alex Vanopslagh,477,4
110560691837684,SolCompagniet,SolCompagniet,436,1
19176473894,IMS (International Media Support),IMS (International Media Support),436,6
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,434,19
23488866416,Ateistisk Selskab,Ateistisk Selskab,423,4
657491824390744,Spring Copenhagen,Spring Copenhagen,416,10
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,413,13
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,407,1
700095613395112,AarhusGuiden,AarhusGuiden,393,1
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,384,4
852608988134698,Tikko,Tikko,377,2
2319925761607995,Radio4,RADIO FM4 A/S,344,25
579804879196965,Digisense A/S,These ads ran without a disclaimer,337,3
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,335,2
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,315,1
133716736641210,LandbrugsAvisen,LandbrugsAvisen,314,4
1704424023182897,Politiken Historie,Politiken Historie,307,10
188067981214220,Forskningens Døgn,Uddannelses- og Forskningsministeriet,286,1
1029970060346902,EWII,EWII A/S,272,1
107331721164,Djøf for studerende,These ads ran without a disclaimer,253,1
105511328705392,HØRT,Børns Vilkår,246,6
246097715413231,Alkohol & Samfund,Alkohol & Samfund,212,10
74796954245,SF,SF,204,5
645454495955240,Madmødet,Jan Michelsen,194,10
72672361910,Børns Vilkår,Børns Vilkår,192,9
1586697221547052,Røde Kors Genbrug,Røde Kors Genbrug,179,1
130388840342741,Danske Bank,Danske Bank,176,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,152,2
111561545539837,Krigsmuseet,Krigsmuseet,149,3
127374293943963,HK HANDEL,HK Handel,144,2
67571270393,Red Barnet,Red Barnet,131,3
239624940212,HK Kommunal,HK Kommunal,131,1
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,128,1
182121298931589,Odense Kommune,Odense Kommune,127,1
186645960378,Danwatch,Danwatch,125,8
217135424459,Karen Blixen Museum,Karen Blixen Museum,124,2
433894979981076,Verdens Bedste Fødevarer,Verdens Bedste Fødevarer,119,1
612493208870006,Kemp & Lauritzen A/S,Kemp & Lauritzen A/S,116,2
494902077334290,Tuborgfondet,Tuborgfondet,111,6
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,105,1
194089010674568,Finansforbundet (DK),Finansforbundet (DK),103,2
1450750935146684,Asger Christensen i EU,Christensen Asger Bank Møller,103,1
422222477793190,Metal Hovedstaden,Metal Hovedstaden,≤100,1
144098125661833,Nordea Invest,Nordea Invest,≤100,3
305932686202047,Caritas Danmark,Caritas Danmark,≤100,1
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,≤100,2
107321098977584,Elisa Rimpler,BUPL,≤100,2
304706146621773,Johan Emil Sevelsted,Johan Emil Sevelsted,≤100,2
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100,3
161708011540,Mads Duedahl,Venstre i Nordjylland,≤100,10
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100,4
1724068710936501,Anja C Jensen,HK Danmark,≤100,1
724792894340079,Henning Overgaard,3F,≤100,1
840208682708121,Fyns Amts Avis,Fyns Amts Avis,≤100,1
112889821389959,"Egeskovparken, Hald Ege",These ads ran without a disclaimer,≤100,1
101286428483346,Annette Blynel,SF - Socialistisk Folkeparti,≤100,2
341299649231023,Zetland,Zetland,≤100,6
322117934560128,Mikael Wandel,Mikael Wandel,≤100,1
109440254274204,Sara Darling Jørgensen,SF,≤100,2
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100,3
242174339157676,Røde Kors Odense,Katrine Tyrrestrup Lassen Graversen,≤100,1
543437586483586,Anders Gøthe,Gøthe Anders,≤100,1
346547929246195,Birgitte Vind,Vind Birgitte,≤100,1
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100,3
416253895120951,HK Nordjylland,HK Nordjylland,≤100,3
1222321351208863,Klaus Sandfeld,Klaus Jbw Sandfeld,≤100,2
227496847397169,Herning Bibliotekerne,These ads ran without a disclaimer,≤100,1
356520931077196,Europabevægelsen,Europabevægelsen,≤100,1
452752838070713,"Skovskolen, Københavns Universitet",These ads ran without a disclaimer,≤100,3
100416662311928,Vid&Sans,Tore Bonnerup,≤100,1
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,≤100,1
110953988146557,Mads Samsing,HK Danmark,≤100,1
472848442798724,Socialdemokratiet i Ringkøbing-Skjern,Per  Stefansen,≤100,1
136177706424458,Blik- og Rørarbejderforbundet,Kiki Jano Nielsen,≤100,1
494782287535361,Frederik Gottenborg - Liberal Alliance,Frederik Gottenborg Jacobsen,≤100,1
342716189117135,Sparekassen Danmark,Sparekassen Danmark,≤100,1
102196911847047,Lars Green Bach,Lars Green Bach,≤100,1
334571029981175,DM og MA studerende,DM,≤100,1
47703234827,Københavns Hovedbibliotek,Københavns Hovedbibliotek,≤100,1
703543806324512,Vi-partiet,Larsen Thomas,≤100,1
102330929215775,REPER Danemarca,REPER Danemarca,≤100,1
1417938685172201,Anders Wolf Andresen - politiker,Andresen Anders Wolf,≤100,1
2079502855459920,Charlotte Broman Mølbæk,SF,≤100,1
808135809280401,historiskerejser.dk,Anders Bager Eriksen,≤100,1
164310877084046,Camilla Hove Lund - Venstre,Camilla Lund,≤100,1
356590264357569,Palæstinaorientering,Ole Olsen,≤100,1
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,≤100,2
1908555716068612,Nunatsinni aalisarneq pigiinnartigu,Sulisitsisut - Grønlands Erhverv,≤100,2
839249709578255,CrowdFarming,These ads ran without a disclaimer,≤100,3
102472071927163,Simon Bauer,Simon Bauer,≤100,2
347275519795551,Peter Lemmich,Peter Andreas Lemmich,≤100,1
111902564485238,Jes Halfdan - Nye Borgerlige,Jes Halfdan Nielsen,≤100,1
192783424152018,Socialistisk Information,Leif Mikkelsen,≤100,1
169657859752599,Forlaget Hovedland,These ads ran without a disclaimer,≤100,1
688468971281969,Varde Kommune,Varde Kommune,≤100,1
153640394698032,Roskilde Kommune,Roskilde Kommune,≤100,1
107575374711850,SAGA DK,Saga,≤100,1
337594876360078,Daniel Nyboe Andersen,Andersen Daniel Nyboe,≤100,1
206598763189705,Geomuseum Faxe,These ads ran without a disclaimer,≤100,1
390925417751473,Erling Bonnesen,Erling Bonnesen,≤100,1
109351287351454,Nikolaj Lykke Vad,Nikolaj Lykke Vad,≤100,1
111676898052590,Fredensborg Folkeuniversitet,Fredensborg Folkeuniversitet,≤100,1
44741133186,Altinget.dk,These ads ran without a disclaimer,≤100,1
573106029493991,Marie-Louise Jørgensen SF,Jørgensen Marie-Louise Peschardt,≤100,1
1823610164628295,Sebastian Nielsen i Kerteminde Byråd,Sebastian Nielsen,≤100,1
102514162425194,Frederik Vad,Nielsen Frederik Vad,≤100,2
1528056894159744,Bedre Psykiatri - Odense,Bedre Psykiatri Odense,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
100263786205970,Job i Altiden Ekko,Altiden Ekko,≤100,1
169223023097339,Liberal Alliance Skanderborg,Linda Christie Andrea,≤100,1
110210588494125,GCG International Law firm,These ads ran without a disclaimer,≤100,1
172895059433670,ADHD-foreningen,ADHD-foreningen,≤100,1
1541220236121470,Katarina Ammitzbøll,Katarina Ammitzboell,≤100,1
745999418897542,Europæisk Ungdom Fyn,Elvin Zarrinfar,≤100,1
100422935853993,aydin_soei,These ads ran without a disclaimer,≤100,1
64344083041,Enhedslisten Aalborg,Enhedslisten Aalborg,≤100,1
178362315106,European Parliament,European Parliament,≤100,3
371163919965024,Andreas Karlsen,Karlsen Andreas Engelsborg,≤100,1
107000488668409,"Ringsted Skøjtehal, JA TAK",These ads ran without a disclaimer,≤100,1
139239926563404,Pele Broberg,Naleraq,≤100,1
294264660289,DGI Storkøbenhavn,These ads ran without a disclaimer,≤100,1
103894215328477,Jesper Larsen Byrådsmedlem Sønderborg Kommune 2022-2025,Jesper Larsen,≤100,1
210317432480139,Charlotte Munch - Politiker,Munch Charlotte,≤100,1
213185957376123,JP Randers,These ads ran without a disclaimer,≤100,1
107305428114846,Anja Rosengreen,Bigum Marianne Kristine Kjaergaard,≤100,1
5838867828,Computerworld it-jobbank,These ads ran without a disclaimer,≤100,2
821686444837174,Billund Kommune,Billund Kommune,≤100,2
129932463689142,Uitgeverij Aspekt,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
891586070909976,Endangered Species Foundation of New Zealand,These ads ran without a disclaimer,≤100,1
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100,1
2114943698827916,Island Beast,These ads ran without a disclaimer,≤100,1
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,2
115255551512341,Mc01-25,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,2
28312410177,World Food Programme,These ads ran without a disclaimer,≤100,1
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100,5
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
154923374536050,LKAB,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,5
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,1
110738111977472,PureBristle,These ads ran without a disclaimer,≤100,1
615058398626084,Ludo Aequitas,These ads ran without a disclaimer,≤100,1
164432246934163,Chopard,These ads ran without a disclaimer,≤100,2
104831325728448,Diario del Pueblo,These ads ran without a disclaimer,≤100,1
207735025880,Stetson Europe,These ads ran without a disclaimer,≤100,1
2420268291542853,China Resources Group,These ads ran without a disclaimer,≤100,1
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,5
327115907736300,Asia Global Institute,These ads ran without a disclaimer,≤100,1
1724847890883088,Sheikh Saud bin Saqr Al Qasimi Foundation for Policy Research,These ads ran without a disclaimer,≤100,1
719796491812437,Oy Prevex Ab,These ads ran without a disclaimer,≤100,1
