Location name,Amount spent (TRY)
Adana Province,26113
Adıyaman Province,5064
Afyonkarahisar Province,5924
Aksaray Province,10968
Amasya Province,3727
Ankara Province,81284
Antalya Province,28623
Ardahan Province,3848
Artvin Province,2329
Aydın Province,9585
Ağrı Province,1186
Balıkesir Province,12270
Bartın Province,3039
Batman Province,3501
Bayburt Province,595
Bilecik Province,1811
Bingöl Province,835
Bitlis Province,1182
Bolu Province,3613
Burdur Province,2275
Bursa Province,51372
Denizli Province,12266
Diyarbakır Province,8833
Düzce Province,3322
Edirne Province,2542
Elazığ Province,4745
Erzincan Province,4741
Erzurum Province,3167
Eskişehir Province,17740
Gaziantep Province,21867
Giresun Province,9364
Gümüşhane Province,2022
Hakkâri Province,604
Hatay Province,13494
Isparta Province,6194
Istanbul Province,455904
Iğdır Province,1865
Kahramanmaraş Province,7287
Karabük Province,4843
Karaman Province,2207
Kars Province,4354
Kastamonu Province,10720
Kayseri Province,25132
Kilis Province,2125
Kocaeli Province,19189
Konya Province,27320
Kütahya Province,7948
Kırklareli Province,2470
Kırıkkale Province,2746
Kırşehir Province,2086
Malatya Province,4674
Manisa Province,19155
Mardin Province,3515
Mersin Province,32301
Muğla Province,7846
Muş Province,783
Nevşehir Province,2578
Niğde Province,3609
Ordu Province,7649
Osmaniye Province,5160
Rize Province,3983
Sakarya Province,5931
Samsun Province,15821
Siirt Province,2497
Sinop Province,2371
Sivas Province,8214
Tekirdağ Province,5872
Tokat Province,6024
Trabzon Province,12645
Tunceli Province,427
Unknown,466
Uşak Province,9000
Van Province,3795
Yalova Province,2419
Yozgat Province,4301
Zonguldak Province,8584
Çanakkale Province,4921
Çankırı Province,4439
Çorum Province,3758
İzmir Province,61976
Şanlıurfa Province,11580
Şırnak Province,1707
