Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
103754197881668,Esteban Restrepo,Fredy Esteban Restrepo Taborda,2293462,5
112042925150580,E-Volta,These ads ran without a disclaimer,2180948,1
1059459884138781,Mauricio Tobón Franco.,Mauricio Tobón Franco,1931872,4
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,1288618,34
108827338788235,Hernando Morales,POR LA DEFENSA DE CALI,1274407,26
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1265902,18
195575853964886,Rodrigo Lara Restrepo,Movimiento Ciudadano Lara por Bogotá,1064992,22
605912556122758,Deiby Martinez Cortes,Deiby Martinez Cortes,700000,3
105860962029722,Felipe Vélez,Medellín Vuelve a Brillar,658983,6
307867347023,Partido Alianza Verde,Partido Alianza Verde,584335,2
104351302551385,Camilo Quiroz H,Camilo Quiroz H,520955,3
254413518635171,Carlos Sotomonte,Carlos Sotomonte,486849,1
105598124675352,General Juvenal Díaz,General Juvenal Díaz,480856,2
131753023639902,Aldemar Alfaro,Aldemar Alfaro Rivero,343153,7
605236949886245,Ferney Silva Idrobo,Ferney Silva Idrobo,327612,1
1259770774053121,Politécnico COHAN - Medellín,Politécnico COHAN - Medellín,318748,11
251292808253299,Canadian College,Canadian College,314244,13
108233262091178,David Islem R,David Islem R,300894,3
1115184931884092,Albert Corredor,Albert Corredor,298836,3
807500072661945,AsoVape,AsoVape,271845,3
104133069337469,Diego Torres,Diego Torres,260158,2
827309657396301,Yamit Noe Hurtado,Yamit Noe Hurtado,247026,2
100351841692214,Coronel Jorge Gallego,Coronel Jorge Gallego,240782,4
553585915161201,Jhon Molina Putumayo,Jhon Gabriel Molina Acosta,231114,5
109536228288634,Nuevo Liberalismo Valle del Cauca,Nuevo Liberalismo Valle del Cauca,214654,5
104969865721375,Profes.movimientociudadano,John Bazurto,201087,18
175286072898201,Braulio Espinosa Márquez,Braulio Espinosa,189621,3
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,184174,3
111255844907807,Belén Informa,Belén Informa,183596,1
415910721915879,Hector Fabio Velasco Hernandez,héctor fabio velasco hernandez,175170,2
112155252163421,Sebastián López V.,Sebastian Lopez Valencia,173915,8
264104919248,Alcaldía Distrital de Barranquilla,Alcaldía Distrital de Barranquilla,171006,9
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,170542,18
105848177845789,All Out en español,All Out Action Fund,170248,6
101871502791636,Carlos Acosta Juliao Oficial,Carlos Acosta Juliao Oficial,165252,4
1597659560553215,Colombia+20,COMUNICAN SAS EL ESPECTADOR,152406,3
2156874387878167,Yilber Leandro Saavedra,Yilber Leandro Saavedra,143292,10
112233823483908,Mallath Martinez,Mallath Martinez,140442,5
109023772053741,Movil Consultores Academy,Movil Consultores Academy,136322,27
812165288875574,Jaime Pumarejo,Toro Digital 1972,133021,7
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,132888,3
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,132618,5
109468905424655,José Fernando Sánchez,Digital Tech Ideas S.A.S,131806,2
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,131713,2
1896813010334035,Secretaría de Educación de Barranquilla,Secretaría de Educación de Barranquilla,131659,4
478709465506020,Secretaría de Productividad y Competitividad,Secretaría de Productividad y Competitividad,131401,4
286568181368830,Jhon Eddison Ortega Diputado,Jhon Eddison Ortega Diputado,124594,12
104709710873196,Raimundo Duarte Diaz,Raimundo Duarte Diaz,117990,3
1649204585296525,Juan David Valderrama,Juan David Valderrama,115963,11
1165655170260613,Diana Rojas,Diana Rojas Concejal de Cali,115318,1
418155555015037,Germán Escobar Cundinamarca,German Mauricio Escobar,113467,1
114317847146525,Alvaro Arias Velez,Alvaro Arias Velez,112108,3
494796217322155,Antonio Sanguino Páez,Daicy Celiani Echeverri Castillo,110373,2
1137324852947717,Sandra Hernández,Digital Tech Ideas S.A.S,108552,1
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,106017,2
391099551688976,Manuel Correa,Manuel Correa,102917,3
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,102589,2
53177129367,Dilian Francisca Toro Torres,Dilian Francisca Toro,99883,5
116761207989138,William Andrés Cruz Sánchez,Julian Alberto Vidarte Orozco,99699,1
112602178102955,Victor Angulo,Victor Angulo,99135,3
1147318942107929,Todos Somos Una,DEBRAIN LLC,97993,3
107204794960194,Instituto Técnico La Salle,Instituto Técnico La Salle,96669,15
257401965136834,Carlos Marroquín,Carlos Andres Marroquin Luna,90650,4
1719725724954043,Rodrigo Rojas Lara,Rodrigo Rojas Lara,90487,1
1857540077811459,Movilizatorio,Movilizatorio,89081,3
141361183156268,Juan Carlos Upegui,Juan Carlos Upegui,82663,2
100132752831088,Natalia Lopez Fuentes,Natalia Lopez Fuentes,81628,2
157146724439549,Luis Bernardo Vélez,Luis Bernardo Vélez,80916,6
387621548286709,Gustavo Gallego,Gustavo Adolfo Gallego Aristizabal,80815,4
289149121873080,Samuel Álvarez,Samuel Álvarez,77649,2
250224435666342,César Hernández,César Hernández,74291,6
380912911974244,Alta Consejería TIC - Bogotá,Alta Consejería TIC - Bogotá,73321,1
1483999535145852,Alexi Valencia,Alexi Valencia,70608,1
100119084876379,Lida Escobar,Lida Beatriz Escobar Leal,69950,2
103723022353836,Secretaría de Turismo de Antioquia,Secretaría de Turismo Antioquia,68853,2
1589652347763879,Aquileo Medina A,Aquileo Medina Arteaga,68679,1
1622001728047397,Harman Alcalde,Harman Alcalde,67681,9
174235299412685,Cinep Programa Por la Paz,Fundación Centro de Investigación y Educación Popular CINEP,64218,7
915743661945208,Alejandro Eder,Alejandro Eder,62849,24
341743792688909,Centro de Ciencia y Tecnología de Antioquia,Centro de Ciencia y Tecnología de Antioquia,58736,12
2281439312079135,Edwin Quintero,Edwin Quintero,58124,3
415910721915879,Hector Fabio Velasco Hernandez,Hector Fabio Velasco,56661,7
482002058626250,Surany Arboleda Arias,Surant Arboleda Arias,56479,2
116430736811606,Ever Villegas,Ever Antonio Villegas Morante,56283,4
108675595132967,Karol Martínez Silva,Karol Martinez Silva,55115,5
116801706827652,Mauricio Calderon,Mauricio Calderon,54032,44
