Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,9678,34
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",4564,8
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,3114,18
115456451553737,יונה יהב,יונה יהב,2948,7
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,2462,72
107217383988190,מגזין אפוק,Epoch Magazine,2057,21
500238833397356,ציפי ברנד,ציפי ברנד,1869,18
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,1558,8
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1495,4
110667778701303,"עו""ד ענת קאופמן - Anat Kaufman ADV",ענת קאופמן,1471,11
112848572066805,מחאת ההייטק,מחאת ההייטק,1346,27
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1230,24
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1173,9
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1151,1
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,1011,2
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,958,10
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,945,2
173718822661352,מהפך - تغيير,מהפך - تغيير,941,10
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,940,5
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,881,27
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",877,16
189078134549865,"עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין","עו""ד חיה מנע לראשות מחוז תל אביב בלשכת עורכי הדין",842,18
204780362875106,מקור ראשון,מקור ראשון,781,96
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,701,8
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,693,9
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,682,2
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,648,4
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,620,23
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,607,33
256546887847232,עיריית רמת גן,עיריית רמת גן,601,6
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,583,2
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,559,2
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,549,3
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,548,3
160119221434385,דוד עציוני -ראש העיר חיפה,דוד עציוני -ראש העיר חיפה,507,5
2241550506131359,שמואל בוקסר,שמואל בוקסר,473,4
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,423,2
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,413,3
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,408,1
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,403,5
103467516087241,הפרלמנט המקורי,הפרלמנט המקורי,400,4
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,389,2
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,382,3
120240631007633,הילה לנקרי-מיוסט,הילה לנקרי-מיוסט,368,6
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,364,4
615531405455497,הדר לביא,הדר לביא,362,9
117177111377152,Шломи Лахьяни,שלומי לחיאני,358,2
143563882388180,עיריית אשקלון,עיריית אשקלון,358,3
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,358,8
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,355,1
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",348,35
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,339,2
155361257852670,AM:PM - City market,AM:PM - City market,338,5
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,334,4
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,330,8
108003595625725,"עו""ד תומר בכר לראשות מחוז תל אביב בלשכת עורכי הדין",תומר בכר משרד עורכי דין,330,12
221429664638160,קדמה,קדמה,326,9
161096657252221,שוברים שתיקה,שוברים שתיקה,325,3
114869678131807,משמר החינוך הממלכתי,משמר החינוך,314,18
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,313,9
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,306,14
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,304,6
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,294,7
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,294,2
160178307760913,מחזקים,מחזקים,288,4
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",287,3
