Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
964080723662055,Carlos Subirana Responde,Editorial CSS,304,1
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,186,2
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100,2
105132091396199,Aleiza Alcira Rodríguez Montero.,Aleiza Alcira Rodriguez Montero,≤100,1
105653850798015,Marcelo Pedrazas,Erick Marcelo Pedrazas Lopez,≤100,1
486783218122812,El Alto es Noticia BO,Teclea,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,4
104302605648398,Miguel Rejas,Miguel Rejas,≤100,2
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100,3
458248597966121,Economy,Economy,≤100,1
105727662356655,Legalaboral,These ads ran without a disclaimer,≤100,1
743132506065170,Descolonialidad del Poder y Autogobierno social,These ads ran without a disclaimer,≤100,1
195933611171149,Eva Copa,Teclea,≤100,1
116221668017767,Unión Ganadera,These ads ran without a disclaimer,≤100,1
101736596126028,kateryna_palanska,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
102446855386434,xose_gabriel_vazquez,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
100205232489461,Luis,These ads ran without a disclaimer,≤100,1
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,1
