Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
108136530968730,おねがい社長！,These ads ran without a disclaimer,123963,2
1904070096535109,スマート選挙,株式会社センキョ,106600,26
113824215066188,Jay Carpenter,These ads ran without a disclaimer,89863,41
100396309756387,投資のプロ,These ads ran without a disclaimer,68493,28
475681929154100,国連UNHCR協会,国連UNHCR協会,49050,19
408265263318884,馬渕 磨理子,These ads ran without a disclaimer,36824,12
684161888345926,西日本新聞me,西日本新聞me,35772,34
390066501056164,freee会計,These ads ran without a disclaimer,24147,1
168191243202719,ドットジェイピー,NPO法人ドットジェイピー,19614,6
100577859467667,大阪経済大学・社会連携,大阪経済大学・社会連携,17157,3
1812425055659979,介護ワーカー,These ads ran without a disclaimer,12066,2
103307385856246,美容Lab,These ads ran without a disclaimer,11635,1
279435865404071,一般社団法人日本ショートスリーパー育成協会,These ads ran without a disclaimer,7921,3
107624528747795,パルクール鬼ごっこ,These ads ran without a disclaimer,6451,1
110302617966089,かのう陽之助,かのう陽之助,6231,3
1615481598672156,Blueair Japan Official,These ads ran without a disclaimer,5523,2
102468941548369,宮城県民共済,宮城県民共済,5065,3
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,4771,3
633030123480159,グッドライフアワード,グッドライフアワード事務局,4750,2
1850490095242229,武田塾 クルイトグループ,These ads ran without a disclaimer,4585,7
104726465759492,女性首長によるびじょん ネットワーク（通称びじょネット）,These ads ran without a disclaimer,4394,1
116814321444178,Ewihehen2,These ads ran without a disclaimer,4054,1
101137629160129,厚生労働省広島労働局,株式会社東京リーガルマインド　広島本校,3677,1
101969826280631,株式投資,These ads ran without a disclaimer,3634,2
105253475603201,国学院大学北海道短期大学部,国学院大学北海道短期大学部,3139,6
101987945137977,オフィスステーションPro,These ads ran without a disclaimer,2716,1
108695458656675,ポジティブの大切さ,These ads ran without a disclaimer,2537,3
100155242460206,Kanayan_jp,These ads ran without a disclaimer,2525,2
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,2450,2
104533215755145,ZOE_Japan,ZOE Japan,2364,3
435250336532462,財界さっぽろ,財界さっぽろ,1645,1
281777375260988,オッズパーク,These ads ran without a disclaimer,1455,1
202026293187145,鯖江市地域活性化プランコンテスト,特定非営利活動法人エル・コミュニティ,1370,2
105209442604499,BBinfo,These ads ran without a disclaimer,1343,1
114243345021397,Matthew's office株式会社（マシューズオフィス）,These ads ran without a disclaimer,1258,1
110748762013218,Dots by Dot Glamping Suite,These ads ran without a disclaimer,1108,1
118265307941993,大森ひこいち（大森彦一）おしの再起動！,大森ひこいち,972,2
104331362680222,都知事杯オープンデータ・ハッカソン 事務局,These ads ran without a disclaimer,960,1
102891618059843,ケイミュー株式会社,These ads ran without a disclaimer,899,1
236792844915124,Symview-シムビュー,These ads ran without a disclaimer,863,1
1671853216366712,東こう史ひろ,東こう史ひろ,845,1
1550634768415730,COCOAR（ココアル）,These ads ran without a disclaimer,801,1
111949048584538,sushi_akiha,These ads ran without a disclaimer,760,1
104366422065589,参政党〈公認〉埼玉支部,参政党埼玉,757,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,508,5
1566073946957306,衆議院議員 さかい学 （横浜市戸塚区・泉区・瀬谷区）,自由民主党神奈川県第五選挙区支部（衆議院議員さかい学事務所）,500,1
256504371891671,the-issues.jp,the-issues.jp,449,12
173526076413287,横浜市会議員　山下正人事務所,横浜市会議員　山下正人事務所,410,1
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,405,3
110969055330312,Dinosaur Fight speak,These ads ran without a disclaimer,393,1
105404618222182,Ascent Recordings,Ascent Recordings,305,1
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,303,1
107128004885931,Horio,These ads ran without a disclaimer,280,1
484964968551976,青山やまと事務所,青山やまと事務所,254,1
936815776403425,Yokosuka Council on Asia-Pacific Studies - YCAPS,Japan US Military Program (JUMP),246,1
103118749085249,Aikokon,These ads ran without a disclaimer,226,1
1590535061243274,精神障害当事者会ポルケ,精神障害当事者会ポルケ,216,1
103835257924319,Visit Chiyoda - 體驗東京之心,These ads ran without a disclaimer,197,1
2287688728113807,T-Factory,These ads ran without a disclaimer,183,1
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,181,1
155737311891020,仙台弁護士会　広報,仙台弁護士会,121,1
