Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1095
Bicol Region,4762
Cagayan Valley,3883
Calabarzon,22805
Caraga,2374
Central Luzon,13886
Central Visayas,17714
Cordillera Administrative Region,2037
Davao Region,5052
Eastern Visayas,4832
Ilocos Region,5795
Metro Manila,26931
Mimaropa,2817
Northern Mindanao,6459
Soccsksargen,3893
Unknown,≤100
Western Visayas,9493
Zamboanga Peninsula,4761
