Location name,Amount spent (NOK)
Akershus,9779
Aust-Agder,1905
Buskerud,4399
Finnmark,1068
Hedmark,2968
Hordaland,10035
Møre og Romsdal,4270
Nord-Trøndelag,1868
Nordland,3355
Oppland,2663
Oslo,10421
Rogaland,5977
Sogn og Fjordane,1267
Sør-Trøndelag,6024
Telemark,3210
Troms,3060
Unknown,≤100
Vest-Agder,2716
Vestfold,3782
Østfold,5055
