Location name,Amount spent (JPY)
Aichi Prefecture,22855
Akita Prefecture,2525
Aomori Prefecture,2934
Chiba Prefecture,23621
Ehime Prefecture,3440
Fukui Prefecture,4362
Fukuoka Prefecture,38138
Fukushima Prefecture,4426
Gifu Prefecture,6026
Gunma Prefecture,4533
Hiroshima Prefecture,7987
Hokkaido,16823
Hyōgo Prefecture,16578
Ibaraki Prefecture,7010
Ishikawa Prefecture,3918
Iwate Prefecture,2262
Kagawa Prefecture,3465
Kagoshima Prefecture,3778
Kanagawa Prefecture,41368
Kumamoto Prefecture,8161
Kyoto Prefecture,10452
Kōchi Prefecture,1360
Mie Prefecture,4331
Miyagi Prefecture,13622
Miyazaki Prefecture,2989
Nagano Prefecture,6319
Nagasaki Prefecture,8927
Nara Prefecture,4136
Niigata Prefecture,5025
Okayama Prefecture,5338
Okinawa Prefecture,8116
Osaka Prefecture,29963
Saga Prefecture,4326
Saitama Prefecture,31997
Shiga Prefecture,4220
Shimane Prefecture,2941
Shizuoka Prefecture,9928
Tochigi Prefecture,4712
Tokushima Prefecture,2040
Tokyo,96521
Tottori Prefecture,1071
Toyama Prefecture,2642
Unknown,≤100
Wakayama Prefecture,2400
Yamagata Prefecture,2815
Yamaguchi Prefecture,4400
Yamanashi Prefecture,2672
Ōita Prefecture,6557
