Location name,Amount spent (VND)
An Giang Province,40079
Bà Rịa–Vũng Tàu Province,67226
Bình Dương Province,217964
Bình Phước Province,56138
Bình Thuận Province,165843
Bình Định Province,106492
Bạc Liêu Province,28631
Bắc Giang Province,246851
Bắc Kạn Province,37170
Bắc Ninh Province,141342
Bến Tre Province,42593
Cao Bằng Province,64089
Cà Mau Province,43579
Cần Thơ,27293
Da Nang,107618
Gia Lai Province,103850
Haiphong,143123
Ho Chi Minh City,1020084
Hà Giang Province,44979
Hà Nam Province,68048
Hà Tĩnh Province,132485
Hòa Bình Province,88261
Hưng Yên Province,100164
Hải Dương Province,233211
Hậu Giang Province,13924
Khánh Hòa Province,50115
Kiên Giang Province,87156
Kon Tum Province,35621
Lai Châu Province,19916
Long An Province,93587
Lào Cai Province,50105
Lâm Đồng Province,130747
Lạng Sơn Province,97253
Nam Định Province,133691
Nghệ An Province,254391
Ninh Bình Province,64581
Ninh Thuận Province,32516
Phú Thọ Province,440194
Phú Yên Province,68619
Quảng Bình Province,89186
Quảng Nam Province,116860
Quảng Ngãi Province,110635
Quảng Ninh Province,87298
Quảng Trị Province,51670
Sóc Trăng Province,32084
Sơn La Province,90435
Thanh Hóa Province,317337
Thái Bình Province,134672
Thái Nguyên Province,143401
Thừa Thiên–Huế Province,73563
Tiền Giang Province,30577
Trà Vinh Province,30857
Tuyên Quang Province,153247
Tây Ninh Province,36495
Unknown,≤100
Vĩnh Long Province,25033
Vĩnh Phúc Province,145428
Yên Bái Province,104939
Điện Biên Province,72373
Đắk Lắk Province,500522
Đắk Nông Province,56750
Đồng Nai Province,97332
Đồng Tháp Province,33785
