Location name,Amount spent (CHF)
Aargau,289
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,197
Basel-Landschaft,1036
Bern,295
Canton of Geneva,663
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,233
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,142
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,250
Zug,≤100
Zürich,11913
