Location name,Amount spent (EUR)
Attica (region),4229
Central Greece (region),272
Central Macedonia,1479
Crete,444
Eastern Macedonia and Thrace,323
Epirus (region),173
Ionian Islands (region),118
Northern Aegean,≤100
Peloponnese (region),268
Southern Aegean,181
Thessaly,486
Unknown,≤100
Western Greece,490
Western Macedonia,151
