Location name,Amount spent (CHF)
Aargau,171
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,106
Basel-Landschaft,≤100
Bern,215
Canton of Geneva,217
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,≤100
Fribourg,123
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,121
Unknown,≤100
Uri,≤100
Valais,114
Vaud,311
Zug,252
Zürich,646
