Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
122074554119,EU Social,EU Social,4635,8
102931488739,Platforma Obywatelska,Platforma Obywatelska,4349,47
237466786344157,European Movement,European Movement International with Facebook ad credits,4334,8
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1532,207
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1513,4
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1473,30
228168274881,wysokieobcasy,wysokieobcasy,1380,25
57544755889,Amnesty International Polska,Amnesty International Polska,1198,23
349783468716743,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,Włodzimierz Tomaszewski Minister ds. Samorządu Terytorialnego Poseł na Sejm,1131,1
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1130,21
543228812481111,Donald Tusk,Platforma Obywatelska RP,1121,2
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1070,14
101995462097618,Dajcie Żyć,Stowarzyszenie Kultury Chrześcijańskiej im. Ks. Piotra Skargi,873,1
142614625077,WWF Polska,WWF Polska,777,14
102811109411234,Do:łącz,Dołącz,760,16
178362315106,European Parliament,European Parliament,757,12
109223993792330,Andrzej Domański,Andrzej Domański,739,11
237466786344157,European Movement,European Movement International,718,8
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,633,24
100758976350452,LubBezpośrednio.PL - Instytut Demokracji Bezpośredniej,"Fundacja ""Potrafisz Polsko""",626,17
339855706171439,Dobra Fabryka,Dobra Fabryka,597,2
104442609633150,Lubuskie,Lubuskie,596,7
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,552,11
107099115544539,Zostań Dłużej,Euvic Media,520,9
178415208919146,Suwerenna Polska,Solidarna Polska,507,10
312204349288060,Mariusz Gosek,Mariusz Gosek,484,16
513969188677442,Compassion Polska,Compassion Polska,477,8
