Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,21448,148
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,21006,5
693907914395620,良杯製所 Oolab,良杯製所 Oolab,19097,9
101046209392101,新事貸-新鑫特優經銷商,新事貸-新鑫特優經銷商,15005,1
106801464127093,目目非營利 MUVE NPO,目目非營利,8633,16
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),8248,45
997683843637673,蔡培慧 慧做事真實在,蔡培慧 慧做事真實在,8009,6
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,7784,6
268397903239051,立委補選-林明溱,張宜蓁,7121,4
177161918975981,基督教芥菜種會,基督教芥菜種會,6445,36
235679595900,民視新聞,民視新聞,5564,11
920752461339263,上班不要看,上班不要看,3750,24
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,3716,15
628210660663641,自由時報地產天下,自由時報地產天下,2931,3
211730475524462,大陸委員會,大陸委員會,2813,5
174567875906128,Epson,台灣愛普生科技股份有限公司,2797,3
104381935820077,南方，寂寞鐵道 On The Train,貝殼放大股份有限公司,2781,6
101297638763256,識媒體,識媒體,2543,8
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2387,37
1649523455281990,遠山呼喚,遠山呼喚,2221,3
103219708815173,蕭立妍,Li Yen Hsiao,2195,1
132727540081371,立法委員賴惠員,立法委員賴惠員,2009,3
436843193180529,Unipapa,Unipapa,1929,15
679518422104905,民視全球新聞,民視新聞,1794,7
104624290080479,張育美,翊斌黃,1683,5
391079468008,阿原,These ads ran without a disclaimer,1647,10
416838015768759,Qureshi,These ads ran without a disclaimer,1528,1
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1445,3
189061482332,張嘉郡,嘉郡張,1378,3
1459140964183548,胡婉玲 Anne Hu,民視新聞,1303,2
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,1296,4
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,1296,15
185265471538397,余宛如,余宛如,1262,1
194832457212,天下文化,天下文化,1151,4
