Location name,Amount spent (TWD)
Changhua,5439
Chiayi,1130
Hsinchu,2719
Hsinchu City,5109
Hualien,2681
Kaohsiung,18402
Keelung City,2331
Kinmen,372
Lienchiang,≤100
Miaoli,2496
Nantou,1930
New Taipei City,33517
Penghu,774
Pingtung,3913
Taichung,21414
Tainan,12264
Taipei,29250
Taitung,1270
Taoyuan City,18908
Unknown,2323
Yilan,2277
Yunlin,3063
