Location name,Amount spent (VEF)
Amazonas,≤100
Anzoátegui,822501
Apure,250000
Aragua,750000
Barinas,500000
Bolívar (state),1000000
Capital District,3679465
Carabobo,1250873
Cojedes,250000
Delta Amacuro,≤100
Falcón,695873
Guárico,250000
Lara,1250000
Miranda (state),500000
Monagas,250000
Mérida,750000
Nueva Esparta,2500000
Portuguesa,500000
Sucre,342500
Trujillo,282500
Táchira,832501
Vargas,≤100
Yaracuy,250000
Zulia,2262502
