Location name,Amount spent (VND)
An Giang Province,44249
Bà Rịa–Vũng Tàu Province,45931
Bình Dương Province,50098
Bình Phước Province,63922
Bình Thuận Province,101577
Bình Định Province,67872
Bạc Liêu Province,38714
Bắc Giang Province,186135
Bắc Kạn Province,27481
Bắc Ninh Province,80728
Bến Tre Province,35965
Cao Bằng Province,31470
Cà Mau Province,48502
Cần Thơ,23390
Da Nang,187317
Gia Lai Province,68070
Haiphong,90089
Ho Chi Minh City,1020268
Hà Giang Province,37412
Hà Nam Province,66377
Hà Tĩnh Province,84912
Hòa Bình Province,55568
Hưng Yên Province,57253
Hải Dương Province,153597
Hậu Giang Province,10931
Khánh Hòa Province,51906
Kiên Giang Province,47620
Kon Tum Province,31347
Lai Châu Province,13704
Long An Province,24571
Lào Cai Province,50895
Lâm Đồng Province,59078
Lạng Sơn Province,52407
Nam Định Province,79274
Nghệ An Province,189210
Ninh Bình Province,54889
Ninh Thuận Province,27897
Phú Thọ Province,251470
Phú Yên Province,57578
Quảng Bình Province,49184
Quảng Nam Province,167551
Quảng Ngãi Province,96860
Quảng Ninh Province,71806
Quảng Trị Province,44712
Sóc Trăng Province,38032
Sơn La Province,65738
Thanh Hóa Province,754751
Thái Bình Province,91990
Thái Nguyên Province,88726
Thừa Thiên–Huế Province,192806
Tiền Giang Province,32181
Trà Vinh Province,28914
Tuyên Quang Province,271826
Tây Ninh Province,397127
Unknown,≤100
Vĩnh Long Province,22116
Vĩnh Phúc Province,73163
Yên Bái Province,75787
Điện Biên Province,28758
Đắk Lắk Province,134063
Đắk Nông Province,47212
Đồng Nai Province,85644
Đồng Tháp Province,32778
