Location name,Amount spent (NZD)
Auckland Region,1922
Bay of Plenty Region,454
Canterbury,756
Gisborne District,≤100
Hawke's Bay,232
Manawatu-Wanganui,321
Marlborough Region,≤100
Nelson Province,104
Northland Region,230
Otago,296
Southland,135
Taranaki,168
Tasman District,≤100
Unknown,≤100
Waikato,592
Wellington Region,587
West Coast,≤100
