Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
100771226087265,Susie's Tips,Susie's Tips,11642,12
102639461303190,Fair Pay For All,Fair Pay For All,7511,165
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),5604,122
7715002593,UNICEF UK,Unicef UK,3060,8
9250349228,Greenpeace UK,Greenpeace UK,2699,116
311627208673,WWF UK,WWF UK,2581,55
10677003998,Shelter,Shelter,2365,531
220832481274508,Premier League,Premier League,2360,1
355991264476077,EE,EE,2093,5
13047522725,Crimestoppers,Crimestoppers,1831,141
799576543492660,The Week Junior,The Week Junior,1750,40
514212165305248,Leigh Day,Leigh Day,1690,93
10499876484,Compassion in World Farming,Compassion in World Farming,1563,103
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1375,1
6233536938,War Child UK,War Child UK,1341,60
1820626967965490,"Department for Levelling Up, Housing and Communities",These ads ran without a disclaimer,1305,2
35671512696,World Animal Protection UK,World Animal Protection UK,1164,69
483680375497477,Shell Energy,Shell Energy Retail Limited,1119,20
268801635305,Breast Cancer Now,Breast Cancer Now,1116,15
45986010500,Barnardo's,Barnardo's,1112,10
117476785190,Save the Children UK,Save the Children UK,1068,20
158077247591710,Refuge,Refuge,1048,100
348366988862054,Oxfam Campaigns,Oxfam Great Britain,1041,10
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1026,56
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,985,9
208573062515662,Freedom from Torture,Freedom from Torture,969,150
10114144851,NSPCC,NSPCC,924,18
1738524969810037,Mission India UK,Mission India UK,876,8
200006375787,38 Degrees,38 Degrees,850,14
177855115588808,The Week UK,The Week UK,821,33
1613092172114946,DWP Digital,Department for Work and Pensions,809,6
121936349543,World Vision UK,World Vision UK,806,29
19895907944,CAFOD,CAFOD,795,62
165099760197787,Welsh Government,Welsh Government,757,308
698773137204706,Give My View,Built-ID,721,12
7527864602,WaterAid UK,WaterAid UK,695,32
7624294394,Amnesty International UK,Amnesty International UK,605,30
108951391565231,Help to Heat,Huw John Llewellyn,600,18
18168505158,The Woodland Trust,Woodland Trust,585,47
88845925295,Fairtrade Foundation,Fairtrade Foundation,541,42
59367068326,The Ramblers,The Ramblers,540,9
7043497714,Christian Aid,Christian Aid,528,16
107310464728068,Britain Remade,BRM Futures Limited,526,23
18044497940,Plan International UK,Plan International UK,518,54
211614899544570,Long Live The Local,British Beer & Pub Association,500,34
841894835830532,Electoral Commission UK,Electoral Commission UK,470,11
192492137520412,HETAS,HETAS,466,2
97116898596,Sightsavers,Sightsavers,465,18
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,460,7
159100234275780,UK Government Scotland,Office of the Secretary of State for Scotland,454,4
1160491283986885,Parent Club Scotland,Parent Club Scotland,434,12
260012884055691,Metropolitan Police Service,Metropolitan Police Service,434,26
248887561894779,Home Energy Scotland,Home Energy Scotland,417,8
109602554296513,Your Funded Energy Solution,Huw John Llewellyn,407,10
195754307110390,Right To Life UK,Right To Life UK,365,4
138007436233900,Public Health Agency,Public Health Agency,352,4
220543443746,International Rescue Committee - UK,International Rescue Committee UK,350,26
49275915266,MSI Reproductive Choices,MSI Reproductive Choices,345,11
25749647410,The Labour Party,The Labour Party,337,441
210786739051667,Woodland Trust Cymru,Woodland Trust,335,8
39605200520,ActionAid UK,ActionAid UK,307,11
112712550420527,Ekō UK,SumOfUs,301,1
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,299,56
274651352565844,Oltco Ltd,Oltco Ltd,298,117
101958682650112,ESG UK,Energy Saving Grants,296,75
103835971750,Orbis UK,Orbis UK,295,38
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,292,48
112482371099301,NUS UK - National Union of Students Campaigns,National Union of Students (United Kingdom),290,20
102639461303190,Fair Pay For All,Maddison Clarke,279,30
1660600037490738,Guardian Labs,Guardian Labs,278,8
490007667679401,Hugh James,Hugh James,272,3
8423257659,Simon Brodkin,Avalon,264,24
175338329150218,Help For Heroes,Help for Heroes,255,67
249209468838241,Good Law Project,Good Law Project,255,32
47612991154,Dignity in Dying,Dignity in Dying,243,7
320344981331677,Net Zero Scotland,The Scottish Government,238,2
101255718164248,350 UK,350.org,237,15
394936823930287,Age International,Age International,232,6
103172615751312,Switch2Zero,Switch2Zero,232,4
18366996074,War on Want,War on Want,214,21
313376249090900,The Humane League UK,The Humane League UK,213,14
8876787713,Mental Health Foundation,Mental Health Foundation,211,24
13533633585,National Trust,National Trust,210,3
401847960644025,Extinction Rebellion UK,Extinction Rebellion,209,25
404114017051274,The Proud Trust,The Proud Trust,207,3
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,206,6
241312696375349,National Education Union,National Education Union,203,2
97708339756,Action for Children,Action for Children,200,5
159969930741814,The Wildlife Trusts,The Wildlife Trusts,198,5
121292038029801,The Passage Charity,The Passage,194,21
603389616739829,Bite Back 2030,Bite Back 2030,193,4
111792865159219,Associate Dentist Claims,Maddison Clarke,191,14
442816382865338,Social Security Scotland,Social Security Scotland,190,3
11965205188,Practical Action,Practical Action,186,15
547761111920012,Anglian Water - Love Every Drop,Anglian Water,183,9
148242696837,Imperial College London,These ads ran without a disclaimer,177,1
101183108039162,P1vital,P1vital,171,19
246872175166,Action Against Hunger UK,Action Against Hunger UK,168,38
1046117708754519,Care4Calais,Care4Calais,159,27
2047806148766050,Animal Equality UK,Animal Equality UK,155,1
175236169235474,"Berks, Bucks and Oxon Wildlife Trust - BBOWT",Berkshire Buckinghamshire and Oxfordshire Wildlife Trust,153,33
166335402260,Scottish Water,Scottish Water,150,1
1586251881644270,Keir Starmer,The Labour Party,148,45
11055104471,ONE,ONE Against Poverty (UK),146,9
353224381469808,ifaw,IFAW,146,16
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,145,161
18933990398,Stonewall,Stonewall UK,140,3
730993880393394,Michelle O'Neill,Sinn Féin,138,51
13695746395,Guide Dogs UK,Guide Dogs,137,1
124471347603278,Positive Money UK,Positive Money,135,2
110538548040758,Care2 UK,John Ayling & Associates,132,18
912590792245688,NHS Negligence Claims,Online Legal Limited,129,1
126261804063269,Surrey County Council,Surrey County Council,124,9
77680316823,Finisterre,Finisterre,123,2
158298700898126,Global Witness,Global Witness,121,9
26698813123,British Red Cross,British Red Cross,120,15
104732130870119,Slough Borough Council,Slough Borough Council,120,1
63451405593,NFU Online,NFU Online,118,3
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,118,2
263162170381168,The Salvation Army United Kingdom and Ireland Territory,The Salvation Army United Kingdom with the Republic of Ireland,114,12
290498754454402,European Movement UK,European Movement UK,114,8
103235614702554,Child Protection Scotland,Child Protection Committees Scotland,111,2
346684596111093,KinKind,KinKind Ltd,111,8
275241295879466,Blind Veterans UK,Blind Veterans UK,109,27
134213516600832,Logistics UK,Logistics UK,107,2
601388547012748,Ecologi,Ecologi,≤100,9
358706239805,Scope,Scope,≤100,14
175316065881756,How to Waste Less Scotland,These ads ran without a disclaimer,≤100,3
100854403381908,Pay Justice,Pay Justice,≤100,3
190429611012985,Wandsworth Council,Wandsworth Council,≤100,1
13655260370,Penguin Books,Penguin Books,≤100,4
104804655677262,Know Violence Against Women,Cambridgeshire Constabulary HQ,≤100,13
8422578815,Soil Association,Soil Association,≤100,6
6707857033,Global Justice Now,Global Justice Now,≤100,8
34994060032,Students' Union UCL,Students' Union UCL,≤100,7
657070411062471,Anas Sarwar,Scottish Labour Party,≤100,5
38877517657,Ecotricity,Ecotricity,≤100,10
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100,2
123300991051802,ActionAid,ActionAid International,≤100,3
110727675184059,Usworth House Solar Farm,BOOM Power,≤100,2
32514078659,Liberty,Liberty,≤100,2
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,18
108995912015327,Energy Advice London,Energy Advice London,≤100,23
105434212379349,Acorn Bioenergy,Acorn Bioenergy,≤100,21
8555757947,Tearfund,Tearfund,≤100,6
310039442421596,Scottish Labour Party,Scottish Labour Party,≤100,5
101064776613325,Charles Tyrwhitt,Charles Tyrwhitt,≤100,1
111503161740182,AGBI,AGBI,≤100,18
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,22
352592201521,Northumberland County Council,Northumberland County Council,≤100,1
139695000173,Good Energy,Good Energy,≤100,13
388468641597325,The Political Party with Matt Forde,Fifty Technology,≤100,5
105414346223667,The Scottish Parliament,The Scottish Parliament,≤100,7
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100,1
169042736456594,All Out,All Out,≤100,4
157492274367801,Cruelty Free International,Cruelty Free International,≤100,11
122052607808255,CAGE,CAGE,≤100,1
1721275931466984,The Reclaim Party,The Reclaim Party,≤100,3
38241997652,Lymphoma Action,Lymphoma Action,≤100,6
163277273712719,Oxford Plastics,Oxford Plastics,≤100,4
660899050767643,London Conservatives,London Conservatives,≤100,15
105638751525079,Tythe,The EQ Foundation,≤100,20
102999628329018,Dr Shadman Zaman,Shadman Zaman,≤100,6
113406386878484,FairChecks,FairChecks,≤100,4
19110072263,FOUR PAWS,FOUR PAWS GB,≤100,4
344551352307715,North London Waste Authority,North London Waste Authority,≤100,2
151478384936070,Essex Police,These ads ran without a disclaimer,≤100,1
352254431506201,Shout Out UK,Shout Out UK,≤100,12
569834799727730,National Grid UK,National Grid UK,≤100,4
177718542316637,Renault Trucks UK,Renault Trucks UK,≤100,1
363954377093123,Yorkshire Smokefree,Yorkshire Smokefree,≤100,3
197176716983922,Royal Society of Edinburgh,Royal Society of Edinburgh,≤100,1
388650307829032,Rachel Reeves,Office of Rachel Reeves MP,≤100,8
1863944713844924,Best For Britain,Best for Britain,≤100,5
108359144686231,Jill Mortimer - MP for Hartlepool,The Conservative Party,≤100,2
106631184620192,The Tenant Support Helpline,Tenant Support Helpline,≤100,1
111339325988454,The Coders Guild,The Coders Guild,≤100,2
107274939320795,Portsmouth City Council,Portsmouth City Council,≤100,3
101807425343539,Pela Terra,These ads ran without a disclaimer,≤100,1
116625838402686,FareShare,FareShare,≤100,13
587561007950931,Stephen Hammond MP,The Conservative Party,≤100,5
114738159729,"Praxis, for Migrants and Refugees","Praxis, for Migrants and Refugees",≤100,7
104364384468592,Jo Cox Foundation,Jo Cox Foundation,≤100,2
579979835478808,Imagine. The Belfast Festival of Ideas & Politics,Imagine Belfast Ltd,≤100,15
7214031395,Oxfam Great Britain,Oxfam Great Britain,≤100,15
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,≤100,1
101558386889,Shelter Scotland,Shelter Scotland,≤100,4
15713980389,MTV UK,MTV UK,≤100,3
105213446201178,International Justice Mission,International Justice Mission,≤100,4
216412798461590,TCV - The Conservation Volunteers,TCV - The Conservation Volunteers,≤100,2
685018844928882,Labour North,The Labour Party,≤100,7
215907465093956,Somerset County Council,Somerset County Council,≤100,4
71409503111,Manchester City Council,Manchester City Council,≤100,7
284245658291357,Leukaemia Care,Leukaemia Care,≤100,18
289690716457,Christian Concern,Christian Concern,≤100,1
202798122688,Chatham House,Chatham House,≤100,2
873550809444862,Mighty Earth,Mighty Earth,≤100,38
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
364400310622484,Chris Clarkson MP,The Conservative Party,≤100,2
25010947137,ShelterBox,ShelterBox,≤100,3
6366026879,Dogs Trust,These ads ran without a disclaimer,≤100,4
166917856704286,Essex County Council,Essex County Council,≤100,6
397367290369272,Project Solar UK,Project Solar UK,≤100,6
137491719653536,Governors for Schools,Governors for Schools,≤100,1
200214566704189,Mike Freer MP,The Conservative Party,≤100,6
283661679914,YoungMinds,youngmindsuk,≤100,3
112165767627174,In Our Nature MCR,Hubbub Foundation,≤100,1
105815175710579,New City Trade Skills,New City College,≤100,1
248887561894779,Home Energy Scotland,Energy Saving Trust,≤100,12
534501720220577,Transform Trade,Transform Trade,≤100,4
437468390068879,David Pinto-Duschinsky for Hendon,The Labour Party. Promoted by Lee Griffiths on behalf of David Pinto-Duschinsky,≤100,4
106858339345084,North Yorkshire County Council,North Yorkshire County Council,≤100,3
101399991321605,Edmonton & Bush Hill Park Conservatives,Mr James Andrew Hockney,≤100,6
36605341772,Calderdale Council,Mark Antony Broadbent,≤100,1
119436041436456,ESPC,ESPC,≤100,3
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100,6
419083574829664,Plentific,Plentific,≤100,5
303381303198329,Local Government Boundary Commission for England,LGBCE,≤100,2
106353978075075,CFDL Cymru - LDBC Wales,CFDL Cymru - LDBC Wales,≤100,2
109324415039999,Oltco Ltd,Oltco Ltd,≤100,6
72173293788,Glasgow Science Centre,Glasgow Science Centre,≤100,1
100454546136897,Blooms by Samuel Baker,These ads ran without a disclaimer,≤100,1
88685707030,Institut français du Royaume-Uni,Institut français du Royaume-Uni,≤100,9
102959175630065,Net Zero Now,Net Zero Now Ltd,≤100,8
105932165739421,London Digital Jobs & Skills Hub,Generation,≤100,1
113728932022446,Internet Watch Foundation,Internet Watch Foundation,≤100,1
113389667191398,ROOT ZERO,Puffin Produce,≤100,17
110301143754495,Antony Higginbotham MP,The Conservative Party,≤100,2
1536244863288071,Terravesta,Terravesta,≤100,2
1731766737063825,Greenspark,Greenspark,≤100,14
474613052643462,London Labour Party,The Labour Party,≤100,4
848938305316075,The National College,National Education Group Ltd,≤100,4
109927463062542,South East Cambridgeshire Conservative Association,South East Cambridgeshire Conservative Association,≤100,1
345382132326295,Barnet Council,Barnet Council,≤100,2
107424475417111,Unite For A Workers' Economy,Unite the Union,≤100,2
105057779144316,Balance Power,Balance Power,≤100,2
158365557945,Unseen & the Modern Slavery Helpline,Unseen UK,≤100,1
7231383046,RSPCA (England & Wales),RSPCA,≤100,1
103559634900519,Oltco Ltd,Oltco Ltd,≤100,5
37981137361,The Children's Society,The Children's Society,≤100,6
304300223676306,Felicity Buchan MP,The Conservative Party,≤100,2
228324890907326,Northumbrian Water,Stephen David Davidson,≤100,2
101915698384428,Eldred Law,Eldred Law,≤100,1
105411905372844,Free to Switch,Shared Voice,≤100,3
163880907316492,Cotswold District Council,Cotswold District Council,≤100,3
115682311434139,Health Negligence Solutions CIC,These ads ran without a disclaimer,≤100,1
1163262443793280,Trudy Harrison,The Conservative Party,≤100,2
450568105101647,Theresa Villiers,The Conservative Party,≤100,2
138975109451461,Free Tibet,Free Tibet,≤100,1
100651718058538,The Commitment,The Commitment,≤100,2
45599299724,Atlantic Books,Atlantic Books Ltd,≤100,1
120712674673605,Plymouth City Council,Plymouth City Council,≤100,1
103997132615740,Protect Britain's Communities,The Labour Party,≤100,3
117592091643709,Tree of Life Ministries｜Evangelism in Israel,Tree of Life Ministires,≤100,1
114937633750473,Oltco Ltd,Oltco Ltd,≤100,4
114651147002520,SSE Energy Solutions,SSE,≤100,2
20995300784,Green Party of England and Wales,Green Party of England and Wales,≤100,21
104081422486931,North Barnes Farm,North Barnes Farm,≤100,5
184397788245817,Portsmouth Liberal Democrats,Portsmouth Liberal Democrats,≤100,13
125695284110771,Hertfordshire County Council,Hertfordshire County Council,≤100,13
102563495226123,Oltco Ltd,Oltco Ltd,≤100,6
103905978787736,Richard Parker for Corstorphine - Murrayfield,Richard Derek Ohlmeyer Parker,≤100,4
109673044536906,Rainbow Lottery,RAINBOW CENTRAL CIC,≤100,1
100396318770585,Oltco Ltd,Oltco Ltd,≤100,2
109115441532763,The Eastern Cyber Resilience Centre,Eastern Cyber Resilience Center,≤100,6
100134222618382,East Renfrewshire SNP,Mr Adam Cabuk,≤100,1
104410081412265,Beighton Ward Labour,Wayne Michael Rhodes,≤100,1
362413404155723,Sally-Ann Hart MP,The Conservative Party,≤100,2
