Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
101589645013040,Thrive by Five,Thrive By Five,7573,25
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4926,295
532962446729390,Australian Families,Department of Social Services,4277,49
299753643444311,AEC,Australian Electoral Commission,3419,30
514475628623089,Our Watch,Our Watch,2393,2
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2235,25
10113538711,WWF-Australia,WWF-Australia,2074,23
494820897261439,Bank Australia,Bank Australia,1895,53
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1578,39
104180525925926,Fair Australia,Advance Australia,1502,11
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1355,14
1776727752614025,Glencore,Glencore Australia,1321,12
160054227468,World Vision Australia,World Vision Australia,1267,14
845410525497100,Launch Housing,Launch Housing,1243,45
171208803080734,Simon Birmingham,Simon Birmingham,1160,16
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,1128,11
376006035816016,Storyworth,These ads ran without a disclaimer,874,10
102329728050606,Yes23,Yes23,836,37
182564410468,Australia for UNHCR,Australia for UNHCR,688,141
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,678,26
352953834815624,Jason Wood MP,Jason Wood MP,642,10
345960425540557,The Climate Council,The Climate Council,627,27
89794331215,Oxfam,Oxfam Australia,619,43
231341250224498,Australian Ethical Investment,Australian Ethical Investment,522,56
1621692424754301,Minderoo Foundation,Minderoo Foundation,507,8
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,429,10
194784127232544,SBS Arabic24,SBS Arabic24,413,4
8422338499,The Wilderness Society,The Wilderness Society,395,44
10852627380,World Animal Protection Australia,World Animal Protection Australia,393,25
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,388,95
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,374,2
145262132264710,Angus Taylor MP,Angus Taylor MP,374,7
110456094190032,Changing Aged Care,HSU National,368,14
107939487783753,Garth Hamilton MP,Garth Hamilton MP,364,25
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,359,104
399509993393842,Senator Anne Ruston,Senator Anne Ruston,350,8
157812980921536,Environmental Defenders Office,Environmental Defenders Office,350,70
362805317148988,Keith Pitt,Keith Pitt,348,6
332509390785960,Angie Bell MP,Angie Bell MP,332,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,316,4
1300759363397798,Terry Young MP,Terry Young MP,313,5
150698155004187,Senator Louise Pratt,Senator Louise Pratt,311,9
161854162881,Greenfleet,Greenfleet,303,33
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,303,2
106781541738067,Verve Money,Verve Money,302,16
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,297,96
149648047339,Save the Children Australia,Save the Children Australia,286,30
502649159770974,Tim Watts MP,Tim Watts MP,283,2
135933556447881,Australian Republic Movement,Australian Republic Movement,276,4
54879226285,Teach For Australia,Teach For Australia,272,30
147373667055,Senator Nick McKim,Senator Nick McKim,272,2
200819325600,ActionAid Australia,ActionAid Australia,267,59
1660905180833979,Parliament of Victoria,Parliament of Victoria,265,8
759333260797196,Libby Mettam,Libby Mettam,258,106
694832627392516,Prime Super,Prime Super,256,118
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,253,12
90728602000,Greening Australia,Greening Australia,243,40
125812604095801,Invasive Species Council,Invasive Species Council,242,136
22746335927,Bob Brown Foundation,Bob Brown Foundation,237,2
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,231,22
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,229,4
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,215,28
504855933190931,Time for Change - Change Aged Care,United Workers Union,208,36
1766598643576242,Place Score,PLACESCORE,197,22
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,197,7
100385049145414,Allegra Spender,Allegra Spender,195,2
948595148496917,Andrew Hastie,Andrew Hastie,193,24
105084998845350,BPH Energy,BPH ENERGY LTD,189,74
317158175535179,BitLife,These ads ran without a disclaimer,184,4
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,183,2
272757739102,Engineers Australia,Engineers Australia,179,10
105140971475089,Chuffed.org - Australia,Chuffed.org,177,2
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),175,36
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),171,12
117058357932949,Constitutional Equality,Constitutional Equality,168,14
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,167,24
107765634022348,Henry Pike MP,Henry Pike MP,166,16
353909191473562,Darren Chester MP,Darren Chester MP,166,4
134712696593275,Dan Andrews,Daniel Andrews MP,164,1
330315904370434,Senator Marielle Smith,Senator Marielle Smith,163,3
104389532222332,Solutions,Solutions for Australia,161,6
708439212837712,Tasmanian Government,Department of Premier and Cabinet,160,3
32799215298,Animals Australia,Animals Australia,159,15
101317875732604,Dr Sophie Scamps,Sophie Scamps,147,4
424864151385105,Gavin Pearce MP,Gavin Pearce MP,147,1
101791315693,Destiny Rescue,Destiny Rescue,145,4
196586557019555,CPA Australia,CPA Australia,142,2
105348385388237,Senator Babet,Ralph E D Babet,141,3
521903907906391,Senator Linda Reynolds,Senator Linda Reynolds,141,9
113174381629359,Alcoa Australia,Alcoa Australia,137,7
49453745631,Amnesty International Australia,Amnesty International Australia,137,28
328245481103110,Senator Alex Antic,Alex Antic,137,8
1483396328456198,Acciona.Australia,ACCIONA Australia,135,11
307339209323908,Dan Tehan MP,Dan Tehan MP,135,1
537762462924537,Anthony Albanese,Anthony Albanese,134,11
118388888197666,Ed Husic MP,Ed Husic MP,129,4
117241141903,Barnardos Australia,Barnardos Australia,127,12
100985621597016,LGBTQ Domestic Violence Awareness Foundation,LGBTQ Domestic Violence Awareness Foundation,127,2
