Location name,Amount spent (USD)
Alabama,8505
Alaska,6366
American Samoa,≤100
Arizona,24698
Arkansas,5211
California,79015
Colorado,24528
Connecticut,7229
Delaware,1971
Florida,81560
Georgia,24079
Guam,≤100
Hawaii,4501
Idaho,6538
Illinois,32241
Indiana,16092
Iowa,7055
Kansas,7794
Kentucky,11403
Louisiana,11709
Maine,9235
Maryland,19026
Massachusetts,11284
Michigan,42040
Minnesota,22336
Mississippi,5732
Missouri,14043
Montana,5634
Nebraska,5032
Nevada,10929
New Hampshire,3049
New Jersey,18926
New Mexico,8796
New York,80902
North Carolina,26792
North Dakota,1732
Northern Mariana Islands,≤100
Ohio,28297
Oklahoma,8528
Oregon,10563
Pennsylvania,44134
Puerto Rico,≤100
Rhode Island,1914
South Carolina,9031
South Dakota,1973
Tennessee,16115
Texas,72132
Unknown,≤100
Utah,5620
Vermont,1719
Virgin Islands (U.S.),≤100
Virginia,24302
Washington,16655
"Washington, District of Columbia",9964
West Virginia,4695
Wisconsin,50177
Wyoming,1249
