Location name,Amount spent (ARS)
Buenos Aires,753023
Catamarca,26527
Chaco,70756
Chubut,37372
Ciudad Autónoma de Buenos Aires,119775
Corrientes,19437
Córdoba,1346586
Entre Rios,55085
Formosa,13235
Jujuy,7029
La Pampa,30821
La Rioja,13658
Mendoza,19787
Misiones,36171
Neuquén,100125
Río Negro,18776
Salta,87414
San Juan,30560
San Luis,52760
Santa Cruz,5009
Santa Fe,327307
Santiago del Estero,6848
Tierra del Fuego,16769
Tucuman,34768
Unknown,≤100
