Page ID,Page name,Disclaimer,Amount spent (KES),Number of ads in Library
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,4112,2
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,435,1
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,209,1
101414459084910,Stephen Munania,Stephen Munania,204,1
108703681766380,Rigathi Gachagua delivery unit,Robert Waswa Simiyu,≤100,1
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100,1
121307931254043,Econlib,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
204862942932993,Nikkei Asia,These ads ran without a disclaimer,≤100,1
239982637475,Independent Evaluation Group (IEG),These ads ran without a disclaimer,≤100,1
105741532048451,Fluffy Worldwide,These ads ran without a disclaimer,≤100,2
