Location name,Amount spent (NZD)
Auckland Region,7079
Bay of Plenty Region,1113
Canterbury,2434
Gisborne District,121
Hawke's Bay,1284
Manawatu-Wanganui,1050
Marlborough Region,116
Nelson Province,288
Northland Region,542
Otago,622
Southland,276
Taranaki,561
Tasman District,159
Unknown,≤100
Waikato,2246
Wellington Region,2035
West Coast,≤100
