Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
573559522797177,Flokkur fólksins,Flokkur Fólksins,23981,5
1397224697253477,Solid Clouds,These ads ran without a disclaimer,13697,1
737169626371453,Heimildin,Stundin,4800,1
405625165041,Reykjavíkurborg,Reykjavíkurborg,3953,6
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,3038,3
105986171646268,Diljá Mist,Diljá Einarsdóttir,2511,2
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,2145,1
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,1965,1
154893001218870,ADHD samtökin,ADHD samtökin,1921,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1570,3
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,1388,3
622220361283956,Samorka,Samorka,1109,1
123618754345051,Umhverfisstofnun,Umhverfisstofnun,938,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,805,1
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,702,1
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,689,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,540,1
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,450,1
152804904889,Samfylkingin,Samfylkingin,447,1
824286591279546,Ágúst Bjarni Garðarsson / alþingismaður,Ágúst Bjarni Garðarsson,268,1
109997088627862,Lyfecycle,These ads ran without a disclaimer,≤100,1
103847071992624,Climate Heritage,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
103075499294342,Coefficiey,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
171163390480055,Samson Rope Technologies,These ads ran without a disclaimer,≤100,2
100386342622682,Studerende på Københavns Universitet,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
