Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
113432613540693,وزارة الصحة والسكان المصرية,وزارة الصحة والسكان المصرية,14572,40
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,3091,8
550280998481446,Rasha Kelej,Rasha Kelej,2176,17
963424467011784,أحمد فتحي - Ahmed Fathy,أحمد فتحي - Ahmed Fathy,956,2
185343588755360,متصدقش,These ads ran without a disclaimer,849,2
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,806,3
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,772,12
1398563080239201,عسل نحل منتجات وزاره الزراعه,These ads ran without a disclaimer,769,1
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,761,5
104276078212663,محافظتك لحظة بلحظة,محافظتك لحظة بلحظة,725,1
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,613,5
1677128205908462,Islam Bahi El-Din - إسلام بهي الدين,Islam Bahi El-Din - إسلام بهي الدين,481,2
308088503057656,النائب محمود عصام,النائب محمود عصام,415,3
110877857406073,المهندس حسام لبن,المهندس حسام لبن,413,3
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,380,2
220635782214618,اكاديمية الدلتا Delta Academy,These ads ran without a disclaimer,366,1
112955485159674,مدحت الكمار ــ Medhat Al.Kammar,مدحت محمد عطية الكمار,331,5
105096455624550,Tamer abdelhamid - تامر عبد الحميد,Tamer abdelhamid - تامر عبد الحميد,311,3
137375666332415,Paper Middle East Exhibition,These ads ran without a disclaimer,258,1
102955945314604,Wanderlust with Sylvia,These ads ran without a disclaimer,247,1
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,201,10
1632636017007559,Mohamed Mostafa Elsallab محمد مصطفي السلاب,Mohamed Mostafa Elsallab محمد مصطفي السلاب,185,2
103745798627292,المستشار ماهر ميلاد اسكندر,المستشار ماهر ميلاد اسكندر,154,1
112884131660592,أسامة جاويش-Osama Gaweesh,These ads ran without a disclaimer,143,6
121565980915958,سلسلة تأسيس The best start,These ads ran without a disclaimer,143,1
764353836981278,الصفحه  الرسمية للعميد نور ابوستيت,الصفحه  الرسمية للعميد نور ابوستيت,127,2
118992379972310,Fatmah Selim - فاطمة سليم,Fatmah Selim - فاطمة سليم,120,3
183577865031084,المركز الاستشارى للمحاماه و التحكيم الدولى ( علاء حلاوة ) مستشارون قضائيون,These ads ran without a disclaimer,116,1
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,115,6
112709551678127,الصفحة الرسمية لبرنامج آخر كلام,These ads ran without a disclaimer,107,5
103563626109746,EG Journal - إيجى جورنال,go to health,103,1
