Location name,Amount spent (BRL)
Acre (state),581
Alagoas,1935
Amapá,563
Amazonas,3647
Bahia,10689
Ceará,7160
Espírito Santo,4980
Federal District,2945
Goiás,4505
Maranhão,5631
Mato Grosso,4499
Mato Grosso do Sul,2594
Minas Gerais,19788
Paraná,8387
Paraíba,2582
Pará,6522
Pernambuco,6519
Piauí,1965
Rio Grande do Norte,3173
Rio Grande do Sul,15850
Rio de Janeiro (state),16338
Rondônia,1440
Roraima,593
Santa Catarina,7570
Sergipe,1623
São Paulo (state),45038
Tocantins,1068
Unknown,≤100
