Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
110510071864172,"Deputy Prime Minister of The Bahamas, Chester Cooper","Deputy Prime Minister of The Bahamas, Chester Cooper",106,2
109784241737504,A Closer Look,Fincastle Media Group,≤100,4
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100,1
108786101365665,Senator Maxine Seymour,Maxine Valarie Seymour,≤100,1
108785284600576,"J. Kwasi Thompson, MP East Grand Bahama",Kwasi Malik Thompson,≤100,1
1917715138510680,Follow Your Legend,These ads ran without a disclaimer,≤100,1
105555335645670,Fidelandnikky,These ads ran without a disclaimer,≤100,1
