Location name,Amount spent (CZK)
Central Bohemian Region,10653
Hradec Králové Region,4305
Karlovy Vary Region,2592
Liberec Region,3584
Moravian-Silesian Region,9483
Olomouc Region,4829
Pardubice Region,3391
Plzeň Region,5073
Prague,22625
South Bohemian Region,5164
South Moravian Region,10983
Unknown,≤100
Vysočina Region,3236
Zlín Region,4129
Ústí nad Labem Region,6683
