Location name,Amount spent (BRL)
Acre (state),443
Alagoas,1770
Amapá,381
Amazonas,3711
Bahia,9424
Ceará,8596
Espírito Santo,3848
Federal District,2213
Goiás,5748
Maranhão,4277
Mato Grosso,3755
Mato Grosso do Sul,2320
Minas Gerais,24003
Paraná,9365
Paraíba,2880
Pará,3662
Pernambuco,8246
Piauí,2698
Rio Grande do Norte,2499
Rio Grande do Sul,8036
Rio de Janeiro (state),14898
Rondônia,1204
Roraima,1105
Santa Catarina,5528
Sergipe,1386
São Paulo (state),42390
Tocantins,748
Unknown,≤100
