Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,18853,2
168286823190319,Cámara de Industrias de Costa Rica,Cámara de Industrias de Costa Rica,13202,1
102084562479533,Digital506,Digital506,9878,4
1697191247176676,Diego Miranda Méndez,Diego Miranda Méndez,6831,4
100501059693877,Johan Smith Gamboa Precandidato Alcaldía San José PNG,Johan Smith Gamboa Precandidato Alcaldía San José PNG,4114,2
265843867173714,La Revista,La Revista,2976,2
117476041631671,AmCham Costa Rica,AmCham Costa Rica,2230,1
2003811319668592,Partido Unidos Podemos - Parrita,Partido Unidos Podemos - Parrita,2225,1
109647142474976,Alcalde Arnoldo Barahona,These ads ran without a disclaimer,2222,1
110229697990927,Pablo Sibaja - Diputado,Pablo Sibaja Jiménez,844,1
447828135241448,Mente Poderosa,These ads ran without a disclaimer,660,2
1564830553770208,Encuentro Municipal,José Luis Jimenez Robleto,408,1
123191400766960,Incubadora +Cr,+Costa Rica,351,1
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
105241441562595,Bob's Hideout - Stories,These ads ran without a disclaimer,≤100,4
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,1
872194049600781,Joorala,These ads ran without a disclaimer,≤100,1
