Location name,Amount spent (CHF)
Aargau,405
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,278
Basel-Landschaft,904
Bern,307
Canton of Geneva,862
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,343
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,249
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,116
Ticino,120
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,224
Zug,≤100
Zürich,10555
