Location name,Amount spent (NOK)
Akershus,3973
Aust-Agder,504
Buskerud,1785
Finnmark,424
Hedmark,894
Hordaland,3546
Møre og Romsdal,1603
Nord-Trøndelag,1098
Nordland,1315
Oppland,888
Oslo,7577
Rogaland,2856
Sogn og Fjordane,552
Sør-Trøndelag,3349
Telemark,729
Troms,1020
Unknown,≤100
Vest-Agder,1211
Vestfold,1261
Østfold,1337
