Location name,Amount spent (TWD)
Changhua,6014
Chiayi,1712
Hsinchu,2974
Hsinchu City,5157
Hualien,2633
Kaohsiung,21629
Keelung City,2639
Kinmen,354
Lienchiang,≤100
Miaoli,2915
Nantou,2850
New Taipei City,32457
Penghu,462
Pingtung,3991
Taichung,23432
Tainan,15635
Taipei,24485
Taitung,1472
Taoyuan City,21343
Unknown,2724
Yilan,2424
Yunlin,4050
