Location name,Amount spent (ARS)
Buenos Aires,13812379
Catamarca,374194
Chaco,393936
Chubut,2684945
Ciudad Autónoma de Buenos Aires,3229735
Corrientes,491931
Córdoba,5983686
Entre Rios,1444545
Formosa,207630
Jujuy,426430
La Pampa,198318
La Rioja,233817
Mendoza,463432
Misiones,326137
Neuquén,250145
Río Negro,316064
Salta,447173
San Juan,278722
San Luis,242546
Santa Cruz,477496
Santa Fe,1894889
Santiago del Estero,283138
Tierra del Fuego,209914
Tucuman,403088
Unknown,884
