Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
247284741960102,Corporación Humanas,HUMANAS with Facebook ads credits,2190681,4
117971414554702,Juan Sutil,Juan Sutil Candidato,1005972,103
418281855197789,Democracia Cristiana,Democracia Cristiana,331422,29
1366892303449939,Partido Republicano,Partido Republicano,312124,12
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,255706,10
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,200553,2
100606052976302,Gloria Hutt,Gloria Hutt,190256,7
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,174613,24
1548643738480723,Asistencia Deudores,Asistencia Deudores,170923,10
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,165587,7
113464036770672,Mujeres al Poder,Mujeres al Poder,135189,5
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,129043,14
105560941738247,Movilizando Chilenos,Movilizando Chilenos,128869,12
307330256067716,Red Atacama,Diarios en Red,114153,17
371453409556353,Red Coquimbo,Diarios en Red,114153,17
351583768232100,Red Tarapaca,Diarios en Red,111672,16
285417644878678,Red Antofagasta,Diarios en Red,110017,15
558224964238853,Anglo American,Anglo American,88548,4
105798328215264,Asistencia Familia,Asistencia Familia,85386,2
102660885525434,Con mi plata NO,Con mi plata No,80230,30
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,78521,4
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,78344,3
257773836107444,Ricardo Ortega Perrier,Ricardo Ortega Perrier,75275,14
104189318481439,Minería y Futuro,Mineria y Futuro,71255,8
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,66176,4
761606963919174,Somos Aclara,Somos Aclara,64449,5
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,60909,2
242604915860706,Caja Los Andes,Caja Los Andes,57077,4
101761458511272,Jorge Insunza,Jorge Insunza,54380,12
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,50157,3
112089607203762,Consejo del Salmón,Consejo del Salmón,45496,8
100942448494149,Fernanda Pinochet,Fernanda Pinochet,44799,2
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,41863,1
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,39877,6
833378750055074,Estación Araucanía 91.5 FM,Alejandro Tomas Martini Iriarte,36988,2
103527991214141,Cero DICOM,Cero Dicom,36652,8
104497311518155,Macarena Bravo,Macarena Bravo,36255,2
301596847064228,Emergencias Araucania,Alejandro Tomas Martini Iriarte,36096,2
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29998,1
110951722267366,World Vision Chile,World Vision Chile,29643,3
26929188652,El Observatodo,MiVoz.cl,28456,52
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,28315,3
378598039556864,María José Puigrredón,María José Puigrredón,28142,3
583194288451920,Compañía Minera del Pacífico,Martin Rodríguez Jickart,26095,3
317374934946185,AIEP,Instituto Profesional AIEP,25453,2
130550720303550,DuocUC,Duoc UC,23162,1
386423238164424,Enel Chile,Enel Chile,21904,1
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,20026,14
266574477169217,Ciudadano Videla Diputado,Elias Vaca Sanchez,20000,1
103030962615298,Chile YAAC,Chile YAAC,19495,6
13212504705,Jorge Ivan Ulloa Aguillon,Jorge Ivan Ulloa Aguillon,19233,1
295886120554128,Polpaico,Cemento Polpaico SA,19155,1
115963444746860,Solange Carmine Constituyente,Solange Carmine,19047,2
1101427233255754,Christopher White,Christopher White Bahamondes,18760,7
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,18198,2
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,18037,2
100447419569628,Demócratas Chile,Demócratas,17912,6
78239901502,Diario Financiero,Grupo DF,15618,8
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,15542,2
229835819030014,Gabriel Domínguez,Gabriel Domínguez,15209,2
101915952829830,María Pardo Vergara,María Pardo Vergara,15134,3
104224427947088,Circula el Plástico,Metrix,14890,3
102586276093037,Sergio Bitar,Sergio Bitar,14547,2
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,13948,3
343265652503533,Municipalidad de Puchuncaví,Ilustre Municipalidad de Puchuncaví,13812,4
1575217122560418,Juan Ramón Godoy,Juan Ramón Godoy,12386,8
330926060301648,AFP de Chile,Asociación de AFP,12340,2
102854689398571,Jessica Bengoa,Arturo Ignacio Díaz Medina,12150,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,11581,2
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,10497,4
143360859486032,Alejandro Bernales Maldonado,Alejandro Bernales Maldonado,10474,2
105167202072,Mario Desbordes,Mario Desbordes,10265,5
105216102185508,Cvr_abogados,Cvr_abogados,10213,2
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,9957,5
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,9927,2
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,9487,6
