Location name,Amount spent (NZD)
Auckland Region,2732
Bay of Plenty Region,524
Canterbury,1194
Gisborne District,≤100
Hawke's Bay,299
Manawatu-Wanganui,395
Marlborough Region,≤100
Nelson Province,127
Northland Region,287
Otago,458
Southland,181
Taranaki,195
Tasman District,≤100
Unknown,≤100
Waikato,1991
Wellington Region,871
West Coast,≤100
