Location name,Amount spent (USD)
Akmola Region,3107
Aktobe Region,1176
Almaty Region,4155
Atyrau Region,871
East Kazakhstan Region,1166
Jambyl Region,758
Karaganda Region,1532
Kostanay Region,610
Kyzylorda Region,790
Mangystau Region,824
North Kazakhstan Region,796
Pavlodar Region,857
South Kazakhstan Region,2333
Unknown,≤100
West Kazakhstan Region,676
