Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
239662758001551,Sergeyev Vladislav,Sergeyev Vladislav,≤100,4
324882354342147,Krivosheev.live,Denis Krivosheyev,≤100,4
613142792176360,Sotreport.kz,Sotreport.kz,≤100,9
109918387978015,Used Car Tycoon Game,These ads ran without a disclaimer,≤100,1
1456176387976684,Black & White Video Production,Black & White Video Production,≤100,1
2329940843948537,Клуб «Polyton»,Дмитрий Тихонов,≤100,2
141606282978315,Алтынорда,Серик Малеев,≤100,1
1945250445581724,Ведомости Казахстана,Валерий Самарец-Сурганов,≤100,1
101021269574361,"Декретке 1,8 миллионмен",These ads ran without a disclaimer,≤100,1
170032706814473,Республика - Kazakhstan 2.0,Юлия Козлова,≤100,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
136515966360349,BBTV,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
100725899565295,hanna_brokers,These ads ran without a disclaimer,≤100,1
246096298859351,Turkystan.kz,These ads ran without a disclaimer,≤100,1
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
