Location name,Amount spent (USD)
Alabama,18064
Alaska,3142
American Samoa,≤100
Arizona,36725
Arkansas,11230
California,105624
Colorado,18762
Connecticut,8975
Delaware,4542
Florida,95657
Georgia,40588
Guam,≤100
Hawaii,4085
Idaho,8752
Illinois,45036
Indiana,26036
Iowa,16503
Kansas,14625
Kentucky,17155
Louisiana,20042
Maine,10100
Maryland,23431
Massachusetts,23194
Michigan,44217
Minnesota,19965
Mississippi,15775
Missouri,23756
Montana,5517
Nebraska,9018
Nevada,16391
New Hampshire,7567
New Jersey,33886
New Mexico,8497
New York,61727
North Carolina,49436
North Dakota,4843
Northern Mariana Islands,≤100
Ohio,52259
Oklahoma,19099
Oregon,16681
Pennsylvania,50132
Puerto Rico,≤100
Rhode Island,3160
South Carolina,24796
South Dakota,3021
Tennessee,32114
Texas,139334
Unknown,134
Utah,17388
Vermont,1706
Virgin Islands (U.S.),≤100
Virginia,32752
Washington,26974
"Washington, District of Columbia",8257
West Virginia,7719
Wisconsin,21932
Wyoming,2157
