Location name,Amount spent (MYR)
Johor,1257
Kedah,197
Kelantan,111
Kuala Lumpur,396
Labuan,≤100
Malacca,≤100
Negeri Sembilan,≤100
Pahang,115
Penang,173
Perak,200
Perlis,≤100
Putrajaya,≤100
Sabah,327
Sarawak,234
Selangor,698
Terengganu,113
Unknown,≤100
