Location name,Amount spent (NZD)
Auckland Region,1286
Bay of Plenty Region,219
Canterbury,457
Gisborne District,≤100
Hawke's Bay,124
Manawatu-Wanganui,172
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,169
Otago,174
Southland,≤100
Taranaki,≤100
Tasman District,≤100
Tokelau,≤100
Unknown,≤100
Waikato,327
Wellington Region,312
West Coast,≤100
