Location name,Amount spent (CHF)
Aargau,1102
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,894
Basel-Landschaft,370
Bern,1794
Canton of Geneva,2593
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,942
Fribourg,649
Graubünden,462
Jura,134
Luzern,800
Neuchâtel,394
Schaffhausen,148
Schwyz,194
Solothurn,470
Thurgau,500
Ticino,433
Unknown,≤100
Uri,≤100
Valais,713
Vaud,1698
Zug,244
Zürich,4460
