Location name,Amount spent (CZK)
Central Bohemian Region,5683
Hradec Králové Region,1885
Karlovy Vary Region,1177
Liberec Region,1732
Moravian-Silesian Region,4351
Olomouc Region,2511
Pardubice Region,1747
Plzeň Region,2721
Prague,13389
South Bohemian Region,2327
South Moravian Region,5672
Unknown,≤100
Vysočina Region,1872
Zlín Region,2781
Ústí nad Labem Region,4249
