Location name,Amount spent (AUD)
Australian Capital Territory,1485
Jervis Bay Territory,≤100
New South Wales,16721
Northern Territory,531
Queensland,9608
South Australia,3191
Tasmania,1712
Unknown,≤100
Victoria,13280
Western Australia,5266
