Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
314036327204,VR,VR,23423,12
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,7933,1
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,3092,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1866,2
154893001218870,ADHD samtökin,ADHD samtökin,1356,3
891307104382857,Alexandra Briem,Alexandra Briem,862,1
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,790,1
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,696,1
162409941250265,Sanna Reykjavík,Sósíalistaflokkur Íslands,681,1
110388085667093,Sjálfstæðisflokkurinn í Fjarðabyggð,Ragnar Sigurðsson,480,1
184042545536602,Garðabæjarlistinn,Garðabæjarlistinn,475,1
1438606279746434,Heiða Björg Hilmisdóttir,Heiða Hilmisdóttir,253,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,186,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,2
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,≤100,1
115393638502087,CPHI,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
