Location name,Amount spent (VND)
An Giang Province,46063
Bà Rịa–Vũng Tàu Province,111734
Bình Dương Province,186153
Bình Phước Province,72029
Bình Thuận Province,48729
Bình Định Province,46212
Bạc Liêu Province,9308
Bắc Giang Province,154852
Bắc Kạn Province,27118
Bắc Ninh Province,89340
Bến Tre Province,21023
Cao Bằng Province,36884
Cà Mau Province,21714
Cần Thơ,38922
Da Nang,94212
Gia Lai Province,55108
Haiphong,126159
Ho Chi Minh City,1543631
Hà Giang Province,39416
Hà Nam Province,49020
Hà Tĩnh Province,82411
Hòa Bình Province,48256
Hưng Yên Province,53459
Hải Dương Province,121980
Hậu Giang Province,4843
Khánh Hòa Province,60587
Kiên Giang Province,47483
Kon Tum Province,10586
Lai Châu Province,14952
Long An Province,40624
Lào Cai Province,33670
Lâm Đồng Province,81288
Lạng Sơn Province,53043
Nam Định Province,62461
Nghệ An Province,219378
Ninh Bình Province,53253
Ninh Thuận Province,32924
Phú Thọ Province,105317
Phú Yên Province,41099
Quảng Bình Province,51405
Quảng Nam Province,56564
Quảng Ngãi Province,162678
Quảng Ninh Province,88460
Quảng Trị Province,31870
Sóc Trăng Province,8067
Sơn La Province,69287
Thanh Hóa Province,201385
Thái Bình Province,81686
Thái Nguyên Province,88950
Thừa Thiên–Huế Province,66394
Tiền Giang Province,33032
Trà Vinh Province,28320
Tuyên Quang Province,70410
Tây Ninh Province,41129
Unknown,≤100
Vĩnh Long Province,9015
Vĩnh Phúc Province,82679
Yên Bái Province,74568
Điện Biên Province,26211
Đắk Lắk Province,96756
Đắk Nông Province,34803
Đồng Nai Province,208584
Đồng Tháp Province,12276
