Location name,Amount spent (PKR)
Azad Kashmir,1279
Balochistan,1673
Federally Administered Tribal Areas,200
Gilgit-Baltistan,689
Islamabad Capital Territory,3456
Khyber Pakhtunkhwa,8575
Punjab,58285
Sindh,15941
Unknown,≤100
