Location name,Amount spent (NZD)
Auckland Region,4853
Bay of Plenty Region,619
Canterbury,1355
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,366
Manawatu-Wanganui,506
Marlborough Region,≤100
Nelson Province,144
Niue,≤100
Northland Region,360
Otago,491
Southland,201
Taranaki,317
Tasman District,≤100
Unknown,≤100
Waikato,1045
Wellington Region,989
West Coast,≤100
