Location name,Amount spent (NOK)
Akershus,8184
Aust-Agder,1213
Buskerud,2758
Finnmark,1115
Hedmark,2262
Hordaland,6972
Møre og Romsdal,3392
Nord-Trøndelag,2101
Nordland,2841
Oppland,2245
Oslo,10108
Rogaland,4959
Sogn og Fjordane,1473
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5457
Telemark,2296
Troms,2237
Unknown,≤100
Vest-Agder,2227
Vestfold,3843
Østfold,3550
