Page ID,Page name,Disclaimer,Amount spent (CLP),Number of ads in Library
1366892303449939,Partido Republicano,Partido Republicano,3208091,196
1059804450772270,Antonio Barchiesi,Antonio Barchiesi,366742,3
266641474102059,Mis Beneficios AFP,Mis Beneficios AFP,261177,1
103463095024719,Curiocity,Curiocíty,255604,10
117971414554702,Juan Sutil,Juan Sutil Candidato,199131,39
305958239880216,Cidere Región de Coquimbo,CIDERE Coquimbo,156969,14
280326368663728,Asociación de Industriales de Iquique,Asociacion de Industriales Iquique,150716,14
1445910269057442,Desarrolla Biobío,Roberto Rolando Moreno Arenas,137660,1
102660885525434,Con mi plata NO,Con mi plata No,133179,30
105560941738247,Movilizando Chilenos,Movilizando Chilenos,131525,12
418281855197789,Democracia Cristiana,Democracia Cristiana,123411,36
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,104482,3
580663538777736,Consejo Minero,Feedback Comunicaciones,93734,3
583194288451920,Compañía Minera del Pacífico,Martin Rodríguez Jickart,74117,3
104189318481439,Minería y Futuro,Mineria y Futuro,73621,7
100606052976302,Gloria Hutt,Gloria Hutt,70378,10
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,69981,8
110951722267366,World Vision Chile,World Vision Chile,68827,4
110833717337374,Carolina Navarrete Rubio,Carolina Navarrete Rubio,61973,6
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,59037,3
104782822559247,Jose Antonio Urrutia - Candidato Consejo Constitucional E-18,Agustin Orrego,52941,27
119515629892632,Eduardo Cretton,Eduardo Andrés Cretton Rebolledo,50543,1
112089607203762,Consejo del Salmón,Consejo del Salmón,49648,11
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,42013,2
101761458511272,Jorge Insunza,Jorge Insunza,36405,24
101915952829830,María Pardo Vergara,María Pardo Vergara,33374,6
116346351346835,Valeria Cárcamo Vidal,Valeria Angélica Cárcamo Vidal,33069,3
335068640271176,Nataly Neira,Nataly Neira,32697,8
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,32261,7
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,29998,1
116719478002146,Andrés Zaldívar L,Andrés Zaldívar L,28725,2
293103284121826,Fundación Para el Progreso,Fundación Para el Progreso,28486,11
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,27586,3
137870152908799,Fundación Para La Confianza,Fundación para la confianza,26865,3
109507485398506,Luis Valentin Ferrada - Consejero Constitucional,Jorge Marto,25827,8
103030962615298,Chile YAAC,Chile YAAC,25508,11
930597163645465,Muni Colina,Muni Colina,25305,1
378598039556864,María José Puigrredón,María José Puigrredón,25249,4
100645555080281,Academia Nacional de Litigación,Academia Nacional de Litigación,24750,12
113608701652984,Victoria Trapp Moreira,Victoria Trapp Moreira,24467,6
130550720303550,DuocUC,Duoc UC,24253,1
105556512481661,Alfonso Campos González,Alfonso Campos,23858,2
100537472438913,Futuro Madera,Futuro Madera,22842,1
337766483715142,Tremendas_cl,TREMENDAS with Facebook ad credits,21831,1
112303492123355,Rodrigo Delgado,Rodrigo Delgado,20863,7
120295334652273,Enrique Van Rysselberghe Herrera,Enrique Van Rysselberghe Herrera,20584,14
116710021362220,Mario Rios Santander,Mario Enrique Rios Santander,20515,1
10152723078,Alejandro Navarro,Alejandro Navarro,19895,1
429657563782175,Vlado Mirosevic Verdugo,Vlado Mirosevic Verdugo,19878,3
13212504705,Jorge Ivan Ulloa Aguillon,Jorge Ivan Ulloa Aguillon,19543,1
386423238164424,Enel Chile,Enel Chile,18436,1
102854689398571,Jessica Bengoa,Arturo Ignacio Díaz Medina,17987,1
103879121710797,Patricia Sanzana - Consejera Constitucional,Patricia Alejandra Sanzana Cardenas,17619,1
102422525535808,FARMACIAS PUNTO BLANCO,Ranko Frane Lenac Pizarro,16820,3
242604915860706,Caja Los Andes,Caja Los Andes,16544,4
103946825976962,Cristian San Martín abogado constituyente,Cristian Daniel San Martin Carrasco,16502,6
104224427947088,Circula el Plástico,Metrix,15924,1
229835819030014,Gabriel Domínguez,Gabriel Domínguez,15345,2
104820842536215,Ignacio Dülger,Ignacio Dulger,15340,2
102586276093037,Sergio Bitar,Sergio Bitar,15003,2
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,14792,6
111693578511027,Candidato Víctor Hugo Pacheco,Victor Hugo Hiram Pacheco Schmidt,14285,5
105798328215264,Asistencia Familia,Asistencia Familia,13469,2
114628888236450,Andrés Palma Irarrázaval,Andres Palma Irarrazaval,13399,4
100214049680961,Carlos Solar Barrios,Carlos Solar Barrios,13199,1
105216102185508,Cvr_abogados,Cvr_abogados,12321,2
115447711895370,Good Neighbors Chile,ONG Good Neighbors Chile,10955,2
105167202072,Mario Desbordes,Mario Desbordes,10947,5
1436530563295625,El Líbero,Sociedad Periodística El Líbero S.A,10436,1
109274558738561,Beatriz Hevia Consejera Los Lagos,Beatriz Hevia Consejera Los Lagos,10157,1
539784103214984,Tomas de Rementeria Venegas diputado,Tomás Eguzky de Rementeria Venegas,10073,1
486113348433421,Ximena Ordenes Neira,Ximena Ordenes,9398,12
102020808805309,Cristian Quilodran Parra,Cristian Quilodran Parra,9394,1
1548643738480723,Asistencia Deudores,Asistencia Deudores,9133,10
350025708997760,Minera Vizcachitas,Minera Vizcachitas,9015,4
600661340080888,Municipalidad de Salamanca,Municipalidad de Salamanca,8903,8
1106638076061044,Carlos Recondo,Carlos Recondo,8699,1
228557190541436,BancoEstado,BancoEstado,8549,2
115963444746860,Solange Carmine Constituyente,Solange Carmine,8512,1
78239901502,Diario Financiero,Grupo DF,8512,20
1575804862459695,Fidel Edgardo Espinoza Sandoval,Fidel Edgardo Espinoza Sandoval,8000,1
113838817025219,Coperiodistas,Coperiodistas,7445,4
591373478191895,Samuel Galvez Derpich,Samuel Andrés Gálvez Derpich,7445,4
105101844897719,María Claudia Jorquera - Consejera Constitucional Maule,Nicolás Alejandro Pereira Bustamante,7413,3
106112795743664,Verónica Garrido Briceño,Carlos Nino Pizarro Assante,7344,2
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,7162,6
100502525971325,Gustavo Dávila de la Gente,Samuel Guelfenbein,7101,1
111477215224712,Marlenne Durán,Marlenne Durán,7000,1
114040660504777,Eleonora Espinoza Consejera Constitucional,Eleonora Esther Espinoza Hernández,7000,1
104260521982245,Carlos González Herrera,Carlos González Herrera,7000,2
109528705408416,Eduardo Castro Ríos - Consejero Constitucional,Giovanni Riffo,6780,3
168872229926629,Mario Undurraga Consejero Constitucional,Mario Undurraga,6738,6
181189911970230,Alberto Undurraga V,Alberto Undurraga Vicuña,6602,2
105494899139678,Allard Constitucional,These ads ran without a disclaimer,5994,1
632687896928177,Oscar Crisóstomo,Oscar Manuel Crisóstomo Llanos,5984,2
113540781539326,Workmed,Workmed,5888,14
106580054753486,Krist Naranjo Gobernadora Independiente Región  De Coquimbo,Krist Pia NIcole Naranjo Peñaloza,5765,2
112414063439760,Saludable SPA,Brecha Digital Consultores,5428,12
102666401091730,Fedir Chile SpA,Brecha Digital Consultores Ltda.,5422,9
110346156981687,Alimentaciones Internacionales SA,Brecha Digital Consultores,5419,12
102891144402257,Merkén SpA,Brecha Digital Consultores,5410,9
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5261,3
107339088943210,Yerko Ljubetic,Yerko Antonio Ljubetic Godoy,5235,3
105362052496422,Nancy Carola Márquez Consejera,Germán Antonio Sepúlveda Mellado,5038,2
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,4963,1
104684192398328,Francisco Corral Macías,Gerard Henri Joffre Pavez,4796,3
105976731810664,Mariela Fincheira Massardo Consejera Constitucional Republicana,Mariela Andrea Fincheira Massardo,4770,3
1656604587945247,Viviana Nuñez Consejera Constitucional E-23,Viviana Nuñez,4707,2
102807928808940,Marcelo Encina Muñoz,Marcelo Ricardo Encina Muñoz,4646,4
2535216276502759,Beeok,Beeok,4599,3
478976528820583,I. Municipalidad de La Granja,Brecha Digital Consultores Ltda.,4440,10
105877901417702,Rodrigo Muñoz Ponce,Rodrigo Leonardo Muñoz Ponce,4380,1
330926060301648,AFP de Chile,Asociación de AFP,4217,2
108557574347706,Fundación Conecta Mayor,Fundación Conecta Mayor,4160,2
108523631002340,Loreta Villegas- Consejera Regional Aysen,Maria Loreta Villegas Almonacid,4141,4
108158690830412,MisClases,MisClases,4042,2
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,3880,1
101610334569396,Ciencia Del Florecer,These ads ran without a disclaimer,3798,1
100495615365718,Kurt Hener a Consejero Constitucional,Kurt Armando Hener Perez,3734,3
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,3726,2
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,3704,1
112555455065264,Vehículos en Peligro,Vehículos en Peligro,3596,10
552429281491628,"Solidaridad, feminista comunista libertaria",Solidaridad | feminista comunista libertaria,3433,1
541390972732127,Consejero Regional Rodrigo Vera,Rodrigo Vera Riquelme,3299,1
226593947367922,Cultiva,Cultiva,3116,1
104047191400738,Partido de la Gente - Distrito 25,Partido de la Gente - Distrito 25,3053,1
111099218377933,Benjamín Moreno Diputado,Benjamín Moreno Bascur,2997,2
106319847762043,Maipo Informado,maipoinformado,2674,1
115046015881560,Alcalde Marcos Morales Ureta,Marcos Antonio Morales Ureta,2632,1
105292082486576,Edmundo Eluchans,Edmundo Eluchans Urenda,2623,3
995097183940708,Vittorio Ghiglino Consejero Constitucional,Vittorio Ghiglino Consejero Constitucional,2616,1
274390833063043,Cristina Bravo Castro,Cristina Andrea Bravo Castro,2604,3
107843817654667,Marcela Mansilla Potocnjak,Rodrigo Alejandro Niño Carrasco,2524,1
103527991214141,Cero DICOM,Cero Dicom,2499,7
101579022115580,Javiera Morales Alvarado,Javiera Ignacia Morales Alvarado,2342,1
104436271632480,Felipe Romero Pedreros,Felipe Andrés Romero Pedreros,2324,2
111831181812892,Raimundo J. Palamara Stewart,Raimundo J. Palamara Stewart,2298,1
