Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
135843375926,UNICEF Norge,UNICEF Norge,11445,20
234659001772,Arbeiderpartiet,Arbeiderpartiet,3791,4
111345183340,Fagforbundet,Fagforbundet,3700,3
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,3202,9
171408368520,Norad,Norad,2387,3
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,2128,36
1514635018793437,Nordmørslista,Nordmørslista,1976,8
201881833288298,Pårørendesenteret,Pårørendesenteret,1878,51
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1862,3
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,1434,3
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1431,2
20468812735,LO,LO,1370,16
10254410675,Venstre,Venstre,1064,9
2398568533531114,Velferdsmiks,NHO Service og Handel,1041,12
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,990,34
54779960819,United Nations,United Nations with Facebook Ad Credits,916,2
156202914404133,Minerva,Mediehuset Minerva,819,5
246264862053914,Lørenskog Arbeiderparti,Lørenskog Arbeiderparti,810,2
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,720,2
126448980866214,Klassekampen,Klassekampen,579,1
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,575,1
117726821605303,PBL,Aurora Dyrnes,531,2
34448777123,Haugesund Venstre,Bjørn Gunnar Husby,451,4
1868527676696422,Pasientskadeforeningen,Pasientskadeforeningen,415,14
149452772322646,Snusinfo.no,Swedich Match Norge,355,3
371106536283235,DAG OG TID,Dag og Tid AS,283,1
119878348024795,ULOBA,Uloba - Independent Living Norge,264,21
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,246,5
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,239,2
21967399403,Cappelen Damm,Cappelen Damm,238,5
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,233,1
159629284090448,Andøy Venstre,Andøy Venstre,226,1
156545564365962,Stavanger Arbeiderparti,Stavanger Arbeiderparti,220,1
185349298793613,"Kari Nessa Nordtun, ordfører i Stavanger","Ordfører Kari Nessa Nordtun, Stavanger kommune",213,1
1281475135310961,Sissel Knutsen Hegdal - ordførerkandidat Høyre,Sissel Knutsen Hegdal,203,1
102203325950193,Ingvild Lemme Kristiansen,Stendi,199,3
108203984145752,Kruse Larsen,Kruse Larsen,199,2
103285042293800,JesusFestivalen,JesusFestivalen,187,9
128566103830426,Civita,Civita AS,184,3
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,183,1
105939782037295,Altinget.no,Altinget AS,174,2
120374971332864,Kagge Forlag,Kagge Forlag,174,1
100168202468850,Ordfører Siri Martinsen,Fredrikstad Arbeiderparti,166,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,153,2
111036919049229,Offshore Norge,Offshore Norge,152,1
173739506066242,LO Internasjonalt,LO,149,10
63069821771,Naturviterne,Naturviterne - Fagforening med hjerte for bærekraft,136,2
106000182295870,Bybanetunnel,Bybanetunnel,133,1
104499158713311,Solidaritet med Belarus,Solidaritet med Belarus,132,1
106716332332281,Njål Vigleik Grene-Johnsen,Njål Vigleik Grene-Johnsen,120,2
94140749496,HL-senteret,HL-senteret,118,1
