Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,21609,17
116269191760882,DSB,DSB,9604,4
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,5941,50
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,5816,31
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,5245,16
304554445813,Videncentret Bolius,Videncentret Bolius,4802,24
26458152911,SOS Børnebyerne,SOS Børnebyerne,4801,23
104544224264943,3F Transport,3F Transport,4731,3
65929129383,Røde Kors,Røde Kors,3816,39
599763040213164,Radius Elnet,Radius Elnet,3806,2
72672361910,Børns Vilkår,Børns Vilkår,3698,23
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2987,38
12860228293,Politiken,Politiken,2661,22
159000594147871,Mary Fonden,Mary Fonden,2552,17
748887235210811,Obton Forvaltning A/S,Obton A/S,2461,16
12787473132,Berlingske,Berlingske,2080,23
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,1780,15
106185013241,GirlTalk,GirlTalk.dk,1601,2
55365680705,Greenpeace Danmark,Greenpeace Danmark,1570,10
123653695693986,Motatos Danmark,Motatos,1097,12
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,1083,4
59143726810,Psykiatrifonden,Psykiatrifonden,1077,6
66328502645,Dagbladet Information,Dagbladet Information,1046,8
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,1033,21
133707013355759,Danner,Danner,998,1
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,989,36
102154048301476,Lederstof.dk,Lederne,959,25
106468772046278,Project Greensand,Project Greensand,958,11
867877683280051,Weekendavisen,Weekendavisen,790,21
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,786,21
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,767,6
304554445813,Videncentret Bolius,Bolius,720,3
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,668,7
77420716648,Energiselskabet Natur-Energi,Energiselskabet Natur-Energi,665,6
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,659,23
126543540781090,Ældre Sagen,Ældre Sagen,654,17
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,645,6
574052992790327,Frirummet,Frirummet,636,4
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,631,2
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,599,4
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,592,5
246977185497434,Plastic Change,Plastic Change,502,25
342716189117135,Sparekassen Danmark,Sparekassen Danmark,488,3
437410226312057,Københavns Kommune,Københavns Kommune,470,3
110560691837684,SolCompagniet,SolCompagniet,444,1
287306323369,Børnecancerfonden,Børnecancerfonden,417,2
17428770950,RÆSON,Clement Kjersgaard,375,2
314676938743,DM din akademiske fagforening,DM,373,13
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,371,1
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,350,1
36664432940,Amnesty International Danmark,Amnesty Danmark,349,15
1724068710936501,Anja C Jensen,HK Danmark,328,6
178362315106,European Parliament,European Parliament,321,15
105511328705392,HØRT,Børns Vilkår,318,6
127374293943963,HK HANDEL,HK Handel,313,1
112229035481469,HK Danmark,HK Danmark,307,3
197135936965427,DKsyd TV,Dksyd,299,1
20303574131,Nationalmuseet,Nationalmuseet,293,10
1819019605034626,Vejdirektoratet,Vejdirektoratet,291,2
237882339731928,Nanostone,These ads ran without a disclaimer,275,2
1704424023182897,Politiken Historie,Politiken Historie,274,12
305932686202047,Caritas Danmark,Caritas Danmark,271,2
412665418794113,Claus Jensen,Dansk Metal,264,1
334571029981175,DM og MA studerende,DM,262,3
166984636671085,Dansk Metal,Dansk Metal,258,1
246097715413231,Alkohol & Samfund,Alkohol & Samfund,242,10
167887506877,AIDS-Fondet,AIDS-Fondet,242,12
145392175531068,JydskeVestkysten,JydskeVestkysten,237,1
111095867334448,Rent Hav,Rent Øresund,210,1
186645960378,Danwatch,Danwatch,196,5
101248435485457,Frihedsbrevet,Mediehuset Friheden,195,2
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,195,15
135160493347668,HK Service Hovedstaden,Irina Frost,179,1
494902077334290,Tuborgfondet,Tuborgfondet,177,6
852608988134698,Tikko,Tikko,172,2
111561545539837,Krigsmuseet,Krigsmuseet,171,2
67571270393,Red Barnet,Red Barnet,170,3
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,170,5
336978259712588,YouGlobe,Helle Thilo,162,1
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,160,2
108273171366317,Moderaterne,Moderaterne,147,2
169480019755055,Randers Kommune,Randers Kommune,141,1
363339517015011,Aabenraa Kommune,Aabenraa Kommune,138,1
459641371068935,Forenet Kredit,Forenet Kredit,124,1
