Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
1904070096535109,スマート選挙,株式会社センキョ,117011,25
475681929154100,国連UNHCR協会,国連UNHCR協会,89936,17
208661552479830,日本財団,Shigeru Fujita,81353,8
684161888345926,西日本新聞me,西日本新聞me,57217,30
543662599325014,地方移住・関係人口創出のプラットフォーム【ネイティブ. メディア】,ネイティブ株式会社,29298,6
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,20313,15
745139222217087,TRILL - トリル,These ads ran without a disclaimer,14401,4
109329183869452,クリニック　フォア,These ads ran without a disclaimer,12342,2
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,8053,1
103455269323784,新潟県議会議員 からさわ正三（長岡市･三島郡）,柄沢正三事務所,7729,1
102468941548369,宮城県民共済,宮城県民共済,7099,3
107313352292674,栄ひろみ,栄ひろみ事務所,5960,7
102604312338717,モテ男研究所,These ads ran without a disclaimer,4957,1
311759352350356,立憲民主党鳥取県第2区総支部,Shunji Yuhara,4118,4
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,3896,1
102104016089903,上田かずき,上田かずきと共に未来を考える会,3857,3
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,3511,2
109760801771369,橋本 みきひこ,橋本 みきひこ,3210,5
676655469036670,松下政経塾,松下政経塾,3066,2
115053374813920,BizFul/ビズフル - ビジネスに役立つ資料が見つかる,株式会社ビズフル,2911,8
2466047546759669,せりざわ裕次郎　品川区議 自民党,せりざわ裕次郎【品川区議会議員 自民党】,2886,1
1397074863864450,Fair Finance Guide Japan,Fair Finance Guide Japan,2659,1
102057562724312,自治体実務Webセミナー,自治体実務Webセミナー,2500,2
102452195938490,柴田英樹,柴田英樹,2426,1
288385447888433,公益財団法人モラロジー道徳教育財団,公益財団法人モラロジー道徳教育財団,2090,1
104525832559827,ごとう慎太郎,後藤　慎太郎,1459,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1453,9
203827633452103,株式会社石井工機,These ads ran without a disclaimer,1413,1
100655885386623,Grace Bank　グレイスバンク,These ads ran without a disclaimer,1233,1
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,1226,1
212025069189147,Career ticket【キャリアチケット】,These ads ran without a disclaimer,1166,1
6321018343,The Japan Times,These ads ran without a disclaimer,1146,1
123217824515511,牛見 航  /  山口県防府市議会議員,Wataru Ushimi,1131,1
1368986999877458,寺田ひろひで,博英 寺田,1068,1
108491485442354,下川たかひこ後援会,下川たかひこ後援会,1027,3
375392969306250,福岡県議会議員 板橋さとし 事務所,Satoshi Itahashi,1010,1
108954555045499,町田てるよし後援会,町田てるよし後援会,1002,2
105272119118595,輝く行田をつくる会,輝く行田をつくる会,955,2
1559490264356988,NPO法人有明支縁会,NPO法人有明支縁会,930,1
1454796194806512,文京区議会議員 海津 敦子 かいづあつこ,海津敦子,911,1
881025135256351,Japan In-depth,Japan In-depth,842,4
1652747391657865,山浦英太（横浜市会議員　戸塚区）,Yamaura  Eita,795,2
1574213032824051,交通事故を検証する。,鶴田 敬治,600,2
104367261609980,飯牟礼克年（いいむれ かつとし）後援会,Katsutoshi Iimure,506,1
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,491,1
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,489,1
464822496891330,いい投票／e投票,株式会社グラント,489,1
286961748136968,目黒区議会議員　河野陽子,Yoko Kono,471,1
224310161276282,伊藤たかえ,伊藤 たかえ,468,1
111168231729960,前野まみこ,前野まみこ,447,3
435250336532462,財界さっぽろ,Daisuke Shimizu,276,1
115247946520017,電波オークションを実現する会,Mitsumasa Kato,272,1
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,195,1
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Luu Nga,186,1
243143172757375,情報ドットコム（K.Oshima）,大島 和彦,184,2
101128885421956,Diggy_boo,These ads ran without a disclaimer,167,1
109221294144525,DHA デンタルヘルスアソシエート,These ads ran without a disclaimer,156,1
1590535061243274,精神障害当事者会ポルケ,Yuhei Yamada,137,1
113233665010122,坂本 雅彦 国民民主党 三鷹市政策委員,These ads ran without a disclaimer,136,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,130,4
109269498669701,美ボディ研究所,These ads ran without a disclaimer,127,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,≤100,1
112345398327189,australianpropertynews,These ads ran without a disclaimer,≤100,1
6115848166,Nature Portfolio,These ads ran without a disclaimer,≤100,2
746898762103396,逆転オセロニア,These ads ran without a disclaimer,≤100,2
100946689440965,中村たかし後援会,中村 たかし,≤100,1
426981831471929,仙台市議会議員　田村勝,田村勝,≤100,1
105358418121058,マンガがうがう,These ads ran without a disclaimer,≤100,2
106198279062104,Japão.Online,Japão.Online,≤100,1
106235965464903,GITEX Impact,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
100492851563682,Terminate Protego,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,1
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,1
117741954907367,TeachingEnglish - British Council,These ads ran without a disclaimer,≤100,1
167327710092323,Mollaei Law,These ads ran without a disclaimer,≤100,1
107660204440212,BTK TV,These ads ran without a disclaimer,≤100,1
