Location name,Amount spent (ARS)
Buenos Aires,5871612
Catamarca,70868
Chaco,67083
Chubut,317922
Ciudad Autónoma de Buenos Aires,360429
Corrientes,49296
Córdoba,1375854
Entre Rios,413445
Formosa,18822
Jujuy,43603
La Pampa,50815
La Rioja,26608
Mendoza,67947
Misiones,26251
Neuquén,64665
Río Negro,119327
Salta,40535
San Juan,84530
San Luis,51818
Santa Cruz,81129
Santa Fe,10008442
Santiago del Estero,25659
Tierra del Fuego,23597
Tucuman,38365
Unknown,≤100
