Location name,Amount spent (EUR)
Baden-Württemberg,9649
Bayern,12144
Berlin,6955
Brandenburg,2026
Bremen,986
Hamburg,2710
Hessen,5746
Mecklenburg-Vorpommern,1120
Niedersachsen,6624
Nordrhein-Westfalen,16358
Rheinland-Pfalz,3460
Saarland,930
Sachsen,3263
Saxony-Anhalt,1321
Schleswig-Holstein,2317
Thüringen,1394
Unknown,≤100
