Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,671
Bicol Region,4415
Cagayan Valley,3202
Calabarzon,17037
Caraga,2180
Central Luzon,13185
Central Visayas,5632
Cordillera Administrative Region,1573
Davao Region,3629
Eastern Visayas,3487
Ilocos Region,5438
Metro Manila,26875
Mimaropa,2063
Northern Mindanao,3122
Soccsksargen,5025
Unknown,≤100
Western Visayas,8249
Zamboanga Peninsula,1923
