Location name,Amount spent (TRY)
Adana Province,1991
Adıyaman Province,138
Afyonkarahisar Province,245
Aksaray Province,177
Amasya Province,195
Ankara Province,4423
Antalya Province,2367
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,683
Ağrı Province,≤100
Balıkesir Province,1180
Bartın Province,766
Batman Province,153
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,1673
Burdur Province,≤100
Bursa Province,1792
Denizli Province,433
Diyarbakır Province,348
Düzce Province,4396
Edirne Province,142
Elazığ Province,145
Erzincan Province,≤100
Erzurum Province,299
Eskişehir Province,2689
Gaziantep Province,653
Giresun Province,203
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,701
Isparta Province,171
Istanbul Province,12251
Iğdır Province,≤100
Kahramanmaraş Province,344
Karabük Province,197
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,114
Kayseri Province,599
Kilis Province,≤100
Kocaeli Province,743
Konya Province,1072
Kütahya Province,196
Kırklareli Province,128
Kırıkkale Province,183
Kırşehir Province,≤100
Malatya Province,203
Manisa Province,946
Mardin Province,193
Mersin Province,1586
Muğla Province,646
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,114
Ordu Province,273
Osmaniye Province,173
Rize Province,122
Sakarya Province,790
Samsun Province,789
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,180
Tekirdağ Province,407
Tokat Province,581
Trabzon Province,346
Tunceli Province,≤100
Unknown,≤100
Uşak Province,148
Van Province,184
Yalova Province,≤100
Yozgat Province,101
Zonguldak Province,9944
Çanakkale Province,645
Çankırı Province,≤100
Çorum Province,224
İzmir Province,2329
Şanlıurfa Province,451
Şırnak Province,≤100
