Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
101208005522646,Diputado José Joaquín Hernández R.,Diputado José Joaquín Hernández R.,11764,1
117702158266385,Antonio Álvarez Desanti,Antonio Álvarez Desanti,9404,2
158545737536838,Municipalidad de Escazú,Municipalidad de Escazú,9267,1
1540070352761579,Leslye Bojorges,Leslye Bojorges,3814,1
102643532445938,Ada Acuña - Diputada,Ada Acuña - Diputada,2818,1
100508562815254,Juan Diego González Picado,Juan Diego González Picado,2724,1
269896979745792,Programa Estado de la Nación,Programa Estado de la Nación,2179,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,1090,1
101955851918321,Alcaldía de Alajuela,Alcaldía de Alajuela,941,14
161538647202796,David Segura - Diputado,David Segura - Diputado,558,2
529759470407402,Nelson Ugalde Rojas,Nelson Ugalde Rojas,178,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
107561675677310,oscarespinal.cr,These ads ran without a disclaimer,≤100,1
