Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
121443474562882,Fugo,These ads ran without a disclaimer,12044,3
107754875610654,10 Haber,10 Haber,3485,12
115219274900927,Smatip1_cinar,Emrah Bilaloglu,3271,6
426339260809702,Oğul Aktuna,Oğul Aktuna,3052,3
146234755411446,Mirasımız Derneği,(MİRASIMIZ) Kudüs ve Civarındaki Osmanlı Mirasını Koruma ve Yaşatma Derneği,2038,5
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1554,12
102174216238930,Bananza 2023,These ads ran without a disclaimer,1297,20
575755372513811,Muhittin Böcek,Muhittin Böcek,1050,15
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,988,1
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,922,2
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,823,2
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,680,3
109007298600122,Gurbet Hikayeleri,Gurbet Hikayeleri,500,1
226410901315304,Areda Survey,Areda Survey,490,18
2349136915368127,Yiğit Karakış,Yiğit Karakış,483,1
105329881493726,Rüstem Çetinkaya,Temmer Marble,364,1
220319391464566,Vahap Akay,Vahap Akay,357,2
191453580768,Yeni Şafak,Yeni Şafak,347,6
122193617537005,Haberettr,HABERET MEDYA AJANSI VE PRODÜKSİYON LİMİTED ŞİRKETİ,343,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,336,4
199303673445174,Setur,These ads ran without a disclaimer,332,1
115219274900927,Smatip1_cinar,These ads ran without a disclaimer,330,1
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,299,19
111648628464235,Antalya Haber Özel,Antalya Haber Özel,280,1
100675732413915,Anketci.Net,Anketci.Net,266,3
834954409860187,Gamze Akkuş İlgezdi,These ads ran without a disclaimer,262,1
108100772016437,Yükselen Sertifika Programları,These ads ran without a disclaimer,257,1
505757142770713,Rönesans Holding,Rönesans Holding Anonim Şirketi,246,2
210993622366044,TVNET,TVNET,244,5
106789305232883,وكالة الشرق الأوسط الإخبارية,وكالة الشرق الأوسط الإخبارية,205,9
100942688529011,osmaniyeyerfistigi80,osmaniyeyerfistigi80,201,1
117801277887761,Sma Özgür Karaboğa,These ads ran without a disclaimer,201,1
1721346424767273,Mehmet GÜZELMANSUR,Mehmet Güzelmansur,195,4
328590317295863,Yükseliş Koleji Bilim Kampüsü İskenderun,Yükseliş Koleji Bilim Kampüsü,191,1
792468114181597,Gazete Yenigün,Gazete Yenigün,187,1
64625878491,Eyüpsultan Belediyesi,Eyüpsultan Belediyesi,182,1
100665102848993,Gün Gün Kurtuluş,İlker  Tanrıverdi,163,2
514827415586907,Dilek Yalçın,These ads ran without a disclaimer,160,1
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,153,3
370465530355174,Mustafa Demir,Mustafa Demir,148,2
106525721620541,Aile danışmanım,These ads ran without a disclaimer,137,1
100367966144495,Yataks Bedart Exclusive,These ads ran without a disclaimer,127,1
183134165593297,"SES Eşitlik, Adalet, Kadın Platformu","SES Eşitlik, Adalet, Kadın Platformu",127,3
160299890701550,Zeydan Karalar,Zeydan Karalar,126,1
498108350567415,Nilüfer Deveci,Nilufer Deveci,126,1
108855465479915,HHA Yerel Gündem,Resul Mesut Büyüksarı,124,2
107276120819529,Halk Haber TV,SİRİUS REKLAM ORGANİZASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ,123,2
1493744950841097,Kınık Belediyesi,Sadik Dogruer,117,2
523571187690868,Dr. Haluk Bozdoğan,Haluk Bozdogan,117,1
100831549358373,Ahmet ERGİN.,Ahmet Ergin,113,1
112196420232776,Kurs ve Meslek,These ads ran without a disclaimer,107,1
2176700602589333,Dr. Mustafa İduğ,Dr. Mustafa İduğ,107,1
101168283024465,nafiakuss,These ads ran without a disclaimer,107,1
