Location name,Amount spent (ISK)
Capital Region,40532
Eastern Region,1736
Northeastern Region,5446
Northwestern Region,875
Southern Peninsula,3499
Southern Region,4201
Unknown,≤100
Western Region,1619
Westfjords,951
