Location name,Amount spent (ARS)
Buenos Aires,20916716
Catamarca,1334205
Chaco,334780
Chubut,3423839
Ciudad Autónoma de Buenos Aires,5364080
Corrientes,502055
Córdoba,3161512
Entre Rios,1407279
Formosa,163876
Jujuy,654521
La Pampa,194100
La Rioja,195883
Mendoza,533439
Misiones,275773
Neuquén,271305
Río Negro,265927
Salta,407617
San Juan,272407
San Luis,247686
Santa Cruz,698193
Santa Fe,1250080
Santiago del Estero,296860
Tierra del Fuego,187198
Tucuman,512893
Unknown,718
